Bin Id	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+
AG-347-M23	Prochlorococcus (5)	18	730	228	90.11	0.00	0.00	1505696	0	42	42	90551	90551	35849	35849	219944	219944	31.7	3.51	91.37	11	1706	65	665	0	0	0	0
AG-347-N19	Prochlorococcus (5)	18	730	228	88.60	0.00	0.00	1418234	0	50	50	69068	69068	28364	28364	149078	149078	31.5	2.65	90.99	11	1636	80	650	0	0	0	0
AG-347-N23	Prochlorococcus (5)	18	730	228	63.20	0.33	100.00	1050155	0	60	60	30694	30694	17502	17502	114283	114283	31.7	2.58	90.97	11	1221	280	448	2	0	0	0
AG-347-O22	Prochlorococcus (5)	18	730	228	88.02	0.00	0.00	1405589	0	42	42	105728	105728	33466	33466	271283	271283	31.6	2.32	91.25	11	1615	77	653	0	0	0	0
AG-355-A02	Prochlorococcus (5)	18	730	228	51.25	0.11	0.00	767113	0	23	23	80062	80062	33352	33352	133159	133159	31.6	2.52	91.89	11	868	361	368	1	0	0	0
AG-355-A09	Prochlorococcus (5)	18	730	228	92.21	0.00	0.00	1516538	0	28	28	106558	106558	54162	54162	178123	178123	31.3	1.81	90.76	11	1727	83	647	0	0	0	0
AG-355-A18	Prochlorococcus (5)	18	730	228	69.16	0.14	100.00	1180834	0	33	33	64299	64299	35782	35782	172759	172759	31.2	2.19	90.32	11	1425	224	504	2	0	0	0
AG-355-B18	Prochlorococcus (5)	18	730	228	96.33	0.00	0.00	1581931	0	24	24	124130	124130	65913	65913	274390	274390	31.5	2.04	90.53	11	1853	28	702	0	0	0	0
AG-355-B23	Prochlorococcus (5)	18	730	228	79.81	0.00	0.00	1298614	0	52	52	58808	58808	24973	24973	182025	182025	31.5	2.29	91.52	11	1536	152	578	0	0	0	0
AG-355-G23	Prochlorococcus (5)	18	730	228	81.56	0.04	100.00	1354738	0	61	61	52628	52628	22208	22208	157376	157376	31.4	2.94	90.91	11	1639	120	609	1	0	0	0
AG-355-I04	Prochlorococcus (5)	18	730	228	94.87	0.44	100.00	1559003	0	52	52	104498	104498	29980	29980	194222	194222	31.4	2.92	91.26	11	1807	40	689	1	0	0	0
AG-355-I20	Prochlorococcus (5)	18	730	228	82.05	0.29	100.00	1393450	0	39	39	63073	63073	35729	35729	180192	180192	31.2	2.14	90.25	11	1635	124	604	2	0	0	0
AG-355-J04	Prochlorococcus (5)	18	730	228	72.88	1.54	100.00	1108725	0	43	43	36034	36034	25784	25784	130511	130511	31.3	2.25	90.57	11	1282	221	504	5	0	0	0
AG-355-J09	Prochlorococcus (5)	18	730	228	90.39	0.22	0.00	1583267	0	46	46	90284	90284	34418	34418	165556	165556	31.5	3.25	90.46	11	1824	60	669	1	0	0	0
AG-355-J17	Prochlorococcus (5)	18	730	228	50.21	0.00	0.00	873010	0	36	36	37380	37380	24250	24250	162086	162086	31.1	3.68	89.42	11	1090	398	332	0	0	0	0
AG-355-J21	Prochlorococcus (5)	18	730	228	42.23	0.00	0.00	740959	0	25	25	42383	42383	29638	29638	92276	92276	31.0	1.58	89.43	11	917	442	288	0	0	0	0
AG-355-J23	Prochlorococcus (5)	18	730	228	84.44	0.44	50.00	1452025	0	59	59	62592	62592	24610	24610	132434	132434	31.4	2.25	91.10	11	1694	102	626	2	0	0	0
AG-355-K03	Prochlorococcus (5)	18	730	228	79.82	0.00	0.00	1291877	0	56	56	53104	53104	23069	23069	334459	334459	31.7	2.40	91.80	11	1474	134	596	0	0	0	0
AG-355-K10	Prochlorococcus (5)	18	730	228	55.35	0.00	0.00	865356	0	22	22	98499	98499	39334	39334	256327	256327	31.4	2.41	91.38	11	979	310	420	0	0	0	0
AG-355-K13	Prochlorococcus (5)	18	730	228	69.88	0.05	0.00	1161174	0	45	45	87022	87022	25803	25803	157872	157872	31.4	2.79	91.23	11	1299	192	537	1	0	0	0
AG-355-K15	Prochlorococcus (5)	18	730	228	87.17	0.26	0.00	1360080	0	28	28	101790	101790	48574	48574	198885	198885	31.5	2.30	90.45	11	1592	102	626	2	0	0	0
AG-355-K20	Prochlorococcus (5)	18	730	228	93.35	0.00	0.00	1547190	0	30	30	204441	204441	51573	51573	278113	278113	31.3	2.04	90.69	11	1821	53	677	0	0	0	0
AG-355-K23	Prochlorococcus (5)	18	730	228	80.06	0.44	0.00	1239607	0	65	65	39163	39163	19070	19070	91209	91209	31.5	1.92	90.86	11	1483	154	575	1	0	0	0
AG-355-L02	Prochlorococcus (5)	18	730	228	88.71	0.00	0.00	1432877	0	26	26	100737	100737	55110	55110	197374	197374	31.5	3.20	91.13	11	1684	78	652	0	0	0	0
AG-355-L20	Prochlorococcus (5)	18	730	228	87.32	0.04	100.00	1415685	0	31	31	88180	88180	45667	45667	193266	193266	31.3	2.03	90.39	11	1672	92	637	1	0	0	0
AG-355-L21	Prochlorococcus (5)	18	730	228	37.76	0.11	100.00	659930	0	35	35	30493	30493	18855	18855	68675	68675	31.8	1.87	91.69	11	739	445	283	2	0	0	0
AG-355-L22	Prochlorococcus (5)	18	730	228	72.63	0.00	0.00	1182250	0	53	53	48214	48214	22306	22306	117685	117685	31.3	1.94	91.33	11	1410	203	527	0	0	0	0
AG-355-M02	Prochlorococcus (5)	18	730	228	94.43	0.03	100.00	1537562	0	22	22	119779	119779	69889	69889	251693	251693	31.2	2.19	91.00	11	1798	40	689	1	0	0	0
AG-355-M18	Prochlorococcus (5)	18	730	228	84.82	0.00	0.00	1402439	0	52	52	53942	53942	26969	26969	125899	125899	31.1	2.00	90.70	11	1650	146	584	0	0	0	0
AG-355-N02	Prochlorococcus (5)	18	730	228	88.65	0.44	0.00	1484681	0	38	38	81983	81983	39070	39070	146576	146576	31.3	2.13	91.00	11	1748	65	664	1	0	0	0
AG-355-N16	Prochlorococcus (5)	18	730	228	95.30	0.15	0.00	1648612	0	23	23	176379	176379	71678	71678	513295	513295	31.2	2.12	90.61	11	1900	32	697	1	0	0	0
AG-355-N18	Prochlorococcus (5)	18	730	228	90.81	0.00	0.00	1659147	0	49	49	103627	103627	33860	33860	308802	308802	31.5	2.23	89.69	11	1945	64	666	0	0	0	0
AG-355-N21	Prochlorococcus (5)	18	730	228	35.02	0.00	0.00	498766	0	15	15	97721	97721	33251	33251	219188	219188	32.2	1.62	91.62	11	547	481	249	0	0	0	0
AG-355-N22	Prochlorococcus (5)	18	730	228	89.91	0.00	0.00	1481069	0	45	45	98594	98594	32912	32912	219199	219199	31.3	3.02	90.81	11	1714	87	643	0	0	0	0
AG-355-N23	Prochlorococcus (5)	18	730	228	60.96	0.00	0.00	998790	0	55	55	46039	46039	18159	18159	122916	122916	32.2	2.28	91.97	11	1112	236	494	0	0	0	0
AG-355-O17	Prochlorococcus (5)	18	730	228	96.80	0.00	0.00	1592611	0	32	32	124097	124097	49769	49769	323530	323530	31.3	2.75	90.68	11	1878	19	711	0	0	0	0
AG-355-O19	Prochlorococcus (5)	18	730	228	35.71	0.00	0.00	647015	0	27	27	40477	40477	23963	23963	76336	76336	31.8	2.27	89.81	11	776	428	302	0	0	0	0
AG-355-P07	Prochlorococcus (5)	18	730	228	92.65	0.26	50.00	1524965	0	30	30	103233	103233	50832	50832	265933	265933	31.3	1.77	90.36	11	1766	49	679	2	0	0	0
AG-355-P11	Prochlorococcus (5)	18	730	228	94.17	0.00	0.00	1577421	0	37	37	101178	101178	42633	42633	207354	207354	31.3	2.23	90.45	11	1842	43	687	0	0	0	0
AG-355-P15	Prochlorococcus (5)	18	730	228	77.01	0.44	0.00	1310019	0	45	45	46899	46899	29111	29111	157797	157797	31.5	2.84	90.28	11	1565	170	559	1	0	0	0
AG-355-P16	Prochlorococcus (5)	18	730	228	91.46	0.00	0.00	1457356	0	45	45	67521	67521	32385	32385	193880	193880	31.3	2.28	90.70	11	1745	59	671	0	0	0	0
AG-355-P18	Prochlorococcus (5)	18	730	228	90.02	0.00	0.00	1451366	0	47	47	72315	72315	30880	30880	172085	172085	31.4	2.34	91.15	11	1689	82	648	0	0	0	0
AG-355-P23	Prochlorococcus (5)	18	730	228	32.82	0.00	0.00	503776	0	31	31	25997	25997	16250	16250	104388	104388	31.9	1.43	91.18	11	581	511	219	0	0	0	0
AG-363-A03	Prochlorococcus (5)	18	730	228	73.78	0.00	0.00	1373588	0	64	64	40441	40441	21462	21462	116627	116627	35.1	2.11	86.52	11	1641	177	553	0	0	0	0
AG-363-A04	Prochlorococcus (5)	18	730	228	52.00	0.29	100.00	1025160	0	32	32	52764	52764	32036	32036	194276	194276	34.1	2.35	85.30	11	1242	357	371	2	0	0	0
AG-363-A05	Prochlorococcus (5)	18	730	228	46.47	0.52	100.00	792439	0	34	34	34813	34813	23307	23307	123984	123984	31.3	1.87	90.41	11	909	375	350	5	0	0	0
AG-363-A06	Prochlorococcus (5)	18	730	228	48.92	0.00	0.00	920375	0	51	51	27775	27775	18046	18046	120797	120797	38.5	3.53	88.84	11	973	354	376	0	0	0	0
AG-363-A15	Prochlorococcus (5)	18	730	228	49.51	0.00	0.00	992663	0	36	36	57815	57815	27573	27573	147408	147408	39.6	2.31	88.64	11	1054	385	345	0	0	0	0
AG-363-A16	Prochlorococcus (5)	18	730	228	92.26	0.44	66.67	1743005	0	47	47	71599	71599	37085	37085	218038	218038	39.9	2.73	87.36	11	1860	53	674	3	0	0	0
AG-363-B04	Prochlorococcus (5)	18	730	228	74.65	0.15	100.00	1503418	0	41	41	84877	84877	36668	36668	115885	115885	38.3	2.31	86.92	11	1607	186	541	3	0	0	0
AG-363-B05	Prochlorococcus (5)	18	730	228	63.98	0.00	0.00	1085527	0	37	37	47245	47245	29338	29338	206187	206187	34.4	2.71	86.93	11	1230	265	465	0	0	0	0
AG-363-B11	Prochlorococcus (5)	18	730	228	78.71	0.09	0.00	1493848	0	47	47	79105	79105	31784	31784	146419	146419	36.5	2.37	86.24	11	1682	163	566	1	0	0	0
AG-363-B18	Prochlorococcus (5)	18	730	228	92.18	0.00	0.00	1553528	0	23	23	194264	194264	67544	67544	268728	268728	31.0	2.87	90.10	11	1768	36	694	0	0	0	0
AG-363-B19	Prochlorococcus (5)	18	730	228	42.00	0.00	0.00	859267	0	33	33	46030	46030	26038	26038	114464	114464	34.3	2.21	84.31	11	1004	404	326	0	0	0	0
AG-363-C02	Prochlorococcus (5)	18	730	228	75.53	0.00	0.00	1420347	0	42	42	57431	57431	33817	33817	142835	142835	34.9	1.91	87.71	11	1595	165	565	0	0	0	0
AG-363-C20	Prochlorococcus (5)	18	730	228	89.76	0.22	0.00	1750072	0	65	65	53986	53986	26924	26924	142399	142399	38.6	2.70	85.68	11	1876	71	658	1	0	0	0
AG-363-G03	Prochlorococcus (5)	18	730	228	56.87	0.00	0.00	1206512	0	61	61	36210	36210	19778	19778	143412	143412	34.6	2.60	86.09	11	1491	326	404	0	0	0	0
AG-363-G23	Prochlorococcus (5)	18	730	228	32.06	0.00	0.00	646218	0	37	37	29257	29257	17465	17465	80852	80852	35.4	2.35	87.46	11	754	460	270	0	0	0	0
AG-363-I04	Prochlorococcus (5)	18	730	228	50.90	0.44	100.00	1002749	0	42	42	37790	37790	23874	23874	79812	79812	37.2	2.06	87.98	11	1054	335	394	1	0	0	0
AG-363-I21	Prochlorococcus (5)	18	730	228	70.34	0.00	0.00	1261126	0	48	48	45367	45367	26273	26273	171626	171626	36.3	3.03	87.96	11	1379	237	493	0	0	0	0
AG-363-J23	Prochlorococcus (5)	18	730	228	66.23	0.00	0.00	1314955	0	55	55	47343	47343	23908	23908	130617	130617	39.1	2.94	87.48	11	1415	234	496	0	0	0	0
AG-363-K07	Prochlorococcus (5)	18	730	228	90.78	0.00	0.00	1737776	0	42	42	81474	81474	41375	41375	128719	128719	39.7	1.93	86.62	11	1821	65	665	0	0	0	0
AG-363-L02	Prochlorococcus (5)	18	730	228	47.31	0.22	0.00	780919	0	38	38	29842	29842	20550	20550	135910	135910	40.7	1.98	90.58	11	812	380	349	1	0	0	0
AG-363-L17	Prochlorococcus (5)	18	730	228	56.05	0.64	0.00	1043499	0	40	40	44155	44155	26087	26087	93311	93311	32.4	3.21	91.32	11	1137	307	418	5	0	0	0
AG-363-L19	Prochlorococcus (5)	18	730	228	39.59	0.00	0.00	763517	0	34	34	46135	46135	22456	22456	92216	92216	37.1	2.27	86.86	11	864	449	281	0	0	0	0
AG-363-M17	Prochlorococcus (5)	18	730	228	75.03	0.00	0.00	1406914	0	54	54	49785	49785	26053	26053	104023	104023	40.0	2.09	88.61	11	1533	215	515	0	0	0	0
AG-363-M20	Prochlorococcus (5)	18	730	228	46.90	0.07	0.00	858293	0	53	53	40289	40289	16194	16194	103444	103444	35.5	2.88	86.43	11	978	362	367	1	0	0	0
AG-363-M21	Prochlorococcus (5)	18	730	228	71.68	0.19	0.00	1161170	0	26	26	78895	78895	44660	44660	257821	257821	35.7	1.94	90.79	11	1276	217	511	2	0	0	0
AG-363-N03	Prochlorococcus (5)	18	730	228	49.09	0.00	0.00	735386	0	29	29	45499	45499	25358	25358	76005	76005	37.3	1.85	91.58	11	768	379	351	0	0	0	0
AG-363-N16	Prochlorococcus (5)	18	730	228	85.30	0.29	0.00	1398838	0	42	42	105305	105305	33305	33305	202211	202211	35.4	2.17	89.08	11	1537	130	597	3	0	0	0
AG-363-N20	Prochlorococcus (5)	18	730	228	79.68	0.00	0.00	1457281	0	40	40	61457	61457	36432	36432	133180	133180	40.0	2.01	88.58	11	1622	137	593	0	0	0	0
AG-363-O06	Prochlorococcus (5)	18	730	228	75.25	0.00	0.00	1419431	0	38	38	81886	81886	37353	37353	228747	228747	39.6	2.50	89.42	11	1500	155	575	0	0	0	0
AG-363-O15	Prochlorococcus (5)	18	730	228	70.23	0.15	0.00	1342813	0	41	41	89823	89823	32751	32751	204053	204053	38.6	2.73	89.75	11	1415	169	560	1	0	0	0
AG-363-O16	Prochlorococcus (5)	18	730	228	61.67	0.17	0.00	1348350	0	45	45	51515	51515	29963	29963	249663	249663	39.7	3.59	85.58	11	1454	276	452	2	0	0	0
AG-363-O21	Prochlorococcus (5)	18	730	228	42.31	0.00	0.00	731500	0	19	19	108191	108191	38500	38500	140913	140913	40.0	2.04	87.82	11	754	444	286	0	0	0	0
AG-363-P01	Prochlorococcus (5)	18	730	228	70.08	0.00	0.00	1272788	0	32	32	88587	88587	39774	39774	237033	237033	38.8	2.23	87.44	11	1344	224	506	0	0	0	0
AG-363-P06	Prochlorococcus (5)	18	730	228	97.64	0.00	0.00	1694833	0	19	19	131361	131361	89201	89201	271982	271982	30.8	1.58	89.79	11	1889	9	721	0	0	0	0
AG-363-P08	Prochlorococcus (5)	18	730	228	89.21	0.00	0.00	1583192	0	37	37	90342	90342	42788	42788	195983	195983	39.6	2.35	89.29	11	1691	104	626	0	0	0	0
AG-363-P15	Prochlorococcus (5)	18	730	228	60.88	0.00	0.00	1114947	0	65	65	31616	31616	17153	17153	83939	83939	39.8	3.16	88.64	11	1183	272	458	0	0	0	0
AG-363-P19	Prochlorococcus (5)	18	730	228	93.20	0.40	0.00	1781405	0	29	29	156112	156112	61427	61427	212376	212376	39.7	2.30	87.81	11	1906	68	659	3	0	0	0
AG-388-A01	Prochlorococcus (5)	18	730	228	92.15	0.11	0.00	1546107	0	38	38	110888	110888	40687	40687	390212	390212	31.1	2.73	90.58	11	1775	63	666	1	0	0	0
AG-388-A04	Prochlorococcus (5)	18	730	228	87.76	0.11	0.00	1489502	0	41	41	78502	78502	36329	36329	169848	169848	30.8	2.63	89.72	11	1705	78	651	1	0	0	0
AG-388-B05	Prochlorococcus (5)	18	730	228	88.58	0.06	0.00	1479994	0	47	47	70520	70520	31489	31489	151729	151729	30.9	1.83	89.36	11	1734	90	639	1	0	0	0
AG-388-D03	Prochlorococcus (5)	18	730	228	81.18	0.00	0.00	1415793	0	52	52	57661	57661	27226	27226	247020	247020	30.6	2.23	89.30	11	1646	130	600	0	0	0	0
AG-388-E21	Prochlorococcus (5)	18	730	228	98.00	0.00	0.00	1661104	0	17	17	186778	186778	97712	97712	538222	538222	30.9	1.05	89.85	11	1916	11	719	0	0	0	0
AG-388-F11	Prochlorococcus (5)	18	730	228	87.40	0.00	0.00	1499217	0	37	37	77673	77673	40519	40519	209991	209991	31.2	2.35	90.11	11	1759	79	651	0	0	0	0
AG-388-I18	Prochlorococcus (5)	18	730	228	94.99	0.00	0.00	1609845	0	25	25	128534	128534	64393	64393	179459	179459	30.9	2.57	89.63	11	1820	35	695	0	0	0	0
AG-388-J02	Prochlorococcus (5)	18	730	228	98.98	0.22	0.00	1721047	0	24	24	111086	111086	71710	71710	221827	221827	30.8	3.57	90.01	11	2011	11	718	1	0	0	0
AG-388-L21	Prochlorococcus (5)	18	730	228	70.80	0.00	0.00	1411541	0	49	49	62173	62173	28806	28806	158066	158066	35.1	2.77	86.73	11	1683	193	537	0	0	0	0
AG-388-O02	Prochlorococcus (5)	18	730	228	88.31	0.11	0.00	1665320	0	49	49	79727	79727	33986	33986	185005	185005	35.1	2.02	87.01	11	1965	69	660	1	0	0	0
AG-402-A04	Prochlorococcus (5)	18	730	228	81.20	0.00	0.00	1300179	0	44	44	60830	60830	29549	29549	130416	130416	31.7	1.69	91.14	11	1430	123	607	0	0	0	0
AG-402-A08	Prochlorococcus (5)	18	730	228	83.98	0.00	0.00	1594446	0	69	69	63500	63500	23107	23107	304480	304480	34.6	2.50	87.22	11	1850	99	631	0	0	0	0
AG-402-A21	Prochlorococcus (5)	18	730	228	91.97	0.00	0.00	1669193	0	41	41	80696	80696	40712	40712	213533	213533	34.8	2.21	87.04	11	1896	56	674	0	0	0	0
AG-402-B03	Prochlorococcus (5)	18	730	228	91.74	0.00	0.00	1720847	0	39	39	143056	143056	44124	44124	178629	178629	34.9	2.20	87.08	11	1996	58	672	0	0	0	0
AG-402-B05	Prochlorococcus (5)	18	730	228	89.39	0.00	0.00	1762426	0	62	62	106058	106058	28426	28426	166334	166334	35.1	2.50	86.56	11	2025	64	666	0	0	0	0
AG-402-B10	Prochlorococcus (5)	18	730	228	59.46	0.03	0.00	1097025	0	44	44	61643	61643	24932	24932	196674	196674	35.2	2.37	86.86	11	1291	285	444	1	0	0	0
AG-402-B19	Prochlorococcus (5)	18	730	228	88.55	0.00	0.00	1548023	0	41	41	86757	86757	37756	37756	158265	158265	34.4	2.76	86.51	11	1762	90	640	0	0	0	0
AG-402-C09	Prochlorococcus (5)	18	730	228	86.34	0.33	100.00	1626188	0	34	34	130851	130851	47829	47829	192229	192229	34.8	1.89	87.70	11	1865	85	642	3	0	0	0
AG-402-C22	Prochlorococcus (5)	18	730	228	77.39	0.00	0.00	1171404	0	46	46	44662	44662	25465	25465	108570	108570	31.8	3.15	92.16	11	1295	129	601	0	0	0	0
AG-402-E17	Prochlorococcus (5)	18	730	228	72.33	0.03	100.00	1328116	0	59	59	41169	41169	22510	22510	92021	92021	34.6	2.17	86.84	11	1580	213	516	1	0	0	0
AG-402-F05	Prochlorococcus (5)	18	730	228	87.22	0.00	0.00	1629827	0	45	45	88171	88171	36218	36218	260317	260317	31.3	3.09	89.64	11	1839	70	660	0	0	0	0
AG-402-G06	Prochlorococcus (5)	18	730	228	83.75	0.36	71.43	1489406	0	58	58	60908	60908	25679	25679	191680	191680	34.8	2.66	88.39	11	1671	114	609	7	0	0	0
AG-402-G08	Prochlorococcus (5)	18	730	228	84.71	0.11	0.00	1630164	0	55	55	85287	85287	29639	29639	153829	153829	35.0	2.98	86.76	11	1927	113	616	1	0	0	0
AG-402-G10	Prochlorococcus (5)	18	730	228	93.72	0.09	0.00	1620738	0	37	37	103942	103942	43803	43803	276513	276513	37.2	1.86	87.47	11	1832	59	670	1	0	0	0
AG-402-G19	Prochlorococcus (5)	18	730	228	62.86	0.00	0.00	1282444	0	45	45	45229	45229	28498	28498	198223	198223	34.4	2.06	85.90	11	1495	267	463	0	0	0	0
AG-402-G22	Prochlorococcus (5)	18	730	228	87.22	0.00	0.00	1455911	0	44	44	69573	69573	33088	33088	138569	138569	37.4	1.74	90.49	11	1618	92	638	0	0	0	0
AG-402-G23	Prochlorococcus (5)	18	730	228	71.73	0.11	100.00	1207067	0	42	42	53785	53785	28739	28739	180908	180908	31.7	2.21	90.19	11	1386	202	527	1	0	0	0
AG-402-I05	Prochlorococcus (5)	18	730	228	90.28	0.00	0.00	1824968	0	58	58	66871	66871	31464	31464	257720	257720	35.0	2.63	85.76	11	2164	83	647	0	0	0	0
AG-402-I20	Prochlorococcus (5)	18	730	228	92.00	0.00	0.00	1697147	0	43	43	85049	85049	39468	39468	168410	168410	34.6	2.85	86.71	11	1945	86	644	0	0	0	0
AG-402-I21	Prochlorococcus (5)	18	730	228	93.41	0.44	0.00	1729312	0	37	37	156330	156330	46738	46738	288691	288691	34.7	2.76	87.26	11	1964	38	691	1	0	0	0
AG-402-I22	Prochlorococcus (5)	18	730	228	75.02	0.71	80.00	1264917	0	57	57	49205	49205	22191	22191	100528	100528	35.3	2.31	89.85	11	1345	155	570	5	0	0	0
AG-402-I23	Prochlorococcus (5)	18	730	228	88.85	0.11	0.00	1416706	0	37	37	80116	80116	38289	38289	119694	119694	31.3	2.39	90.75	11	1652	106	623	1	0	0	0
AG-402-J18	Prochlorococcus (5)	18	730	228	65.54	0.00	0.00	1204449	0	50	50	52189	52189	24088	24088	122921	122921	35.3	2.32	87.35	11	1444	265	465	0	0	0	0
AG-402-K04	Prochlorococcus (5)	18	730	228	74.32	0.35	0.00	1378740	0	44	44	84577	84577	31335	31335	245384	245384	34.7	1.87	85.37	11	1618	196	530	4	0	0	0
AG-402-K05	Prochlorococcus (5)	18	730	228	51.64	0.00	0.00	1029944	0	27	27	60489	60489	38146	38146	118174	118174	38.4	2.04	87.24	11	1111	388	342	0	0	0	0
AG-402-K10	Prochlorococcus (5)	18	730	228	93.22	0.07	0.00	1533944	0	34	34	102368	102368	45116	45116	271658	271658	30.9	2.47	89.67	11	1735	38	691	1	0	0	0
AG-402-K14	Prochlorococcus (5)	18	730	228	81.40	0.30	0.00	1649700	0	64	64	61560	61560	25776	25776	200763	200763	34.5	3.03	86.42	11	1893	103	623	4	0	0	0
AG-402-K16	Prochlorococcus (5)	18	730	228	88.82	0.11	0.00	1668702	0	51	51	92388	92388	32719	32719	250425	250425	31.4	2.25	90.07	11	1927	74	655	1	0	0	0
AG-402-K21	Prochlorococcus (5)	18	730	228	98.79	0.00	0.00	1635769	0	20	20	154426	154426	81788	81788	200633	200633	31.2	4.52	90.23	11	1886	11	719	0	0	0	0
AG-402-K22	Prochlorococcus (5)	18	730	228	86.83	0.00	0.00	1522735	0	48	48	62145	62145	31723	31723	141003	141003	31.6	3.69	90.92	11	1675	89	641	0	0	0	0
AG-402-L09	Prochlorococcus (5)	18	730	228	86.55	0.09	100.00	1617585	0	43	43	134223	134223	37618	37618	232885	232885	34.6	2.19	87.71	11	1821	80	649	1	0	0	0
AG-402-L18	Prochlorococcus (5)	18	730	228	84.53	0.00	0.00	1403113	0	44	44	58072	58072	31888	31888	166811	166811	30.7	1.69	90.81	11	1600	101	629	0	0	0	0
AG-402-L19	Prochlorococcus (5)	18	730	228	51.63	0.03	0.00	1117246	0	56	56	41578	41578	19950	19950	129069	129069	34.6	2.75	85.81	11	1365	361	368	1	0	0	0
AG-402-L20	Prochlorococcus (5)	18	730	228	90.61	0.37	0.00	1757045	0	60	60	75921	75921	29284	29284	124472	124472	34.9	2.14	87.59	11	2046	60	668	2	0	0	0
AG-402-L23	Prochlorococcus (5)	18	730	228	95.66	0.00	0.00	1662945	0	52	52	94421	94421	31979	31979	243201	243201	31.4	3.87	90.13	11	1869	36	694	0	0	0	0
AG-402-M15	Prochlorococcus (5)	18	730	228	98.56	0.11	0.00	1605846	0	26	26	109456	109456	61763	61763	239388	239388	31.0	1.93	90.03	11	1853	13	716	1	0	0	0
AG-402-M18	Prochlorococcus (5)	18	730	228	91.29	0.07	0.00	1623424	0	57	57	58556	58556	28481	28481	223414	223414	34.8	2.99	87.42	11	1832	80	649	1	0	0	0
AG-402-M23	Prochlorococcus (5)	18	730	228	85.39	0.26	0.00	1682785	0	69	69	67462	67462	24388	24388	253516	253516	34.3	2.81	86.32	11	1906	107	620	3	0	0	0
AG-402-N08	Prochlorococcus (5)	18	730	228	94.16	0.15	0.00	1614457	0	28	28	123832	123832	57659	57659	252564	252564	31.2	1.80	90.71	11	1835	36	693	1	0	0	0
AG-402-N09	Prochlorococcus (5)	18	730	228	86.22	0.00	0.00	1538304	0	53	53	91470	91470	29024	29024	227287	227287	35.1	2.38	88.06	11	1786	120	610	0	0	0	0
AG-402-N10	Prochlorococcus (5)	18	730	228	95.74	0.00	0.00	1559102	0	35	35	134843	134843	44545	44545	299637	299637	30.8	2.78	90.46	11	1773	33	697	0	0	0	0
AG-402-N17	Prochlorococcus (5)	18	730	228	65.45	0.44	100.00	1144060	0	36	36	62647	62647	31779	31779	215861	215861	31.3	2.46	89.01	11	1358	240	489	1	0	0	0
AG-402-N21	Prochlorococcus (5)	18	730	228	76.11	0.00	0.00	1364872	0	47	47	57063	57063	29039	29039	234018	234018	36.1	1.76	88.25	11	1505	148	582	0	0	0	0
AG-402-N23	Prochlorococcus (5)	18	730	228	78.12	0.00	0.00	1311270	0	49	49	55582	55582	26760	26760	169798	169798	31.6	2.41	90.55	11	1511	122	608	0	0	0	0
AG-402-O16	Prochlorococcus (5)	18	730	228	92.81	0.00	0.00	1493356	0	30	30	89688	89688	49778	49778	271818	271818	31.3	1.90	90.91	11	1732	43	687	0	0	0	0
AG-402-O21	Prochlorococcus (5)	18	730	228	93.96	0.06	0.00	1757794	0	43	43	90275	90275	40878	40878	222369	222369	34.9	1.89	87.75	11	2062	40	689	1	0	0	0
AG-402-O23	Prochlorococcus (5)	18	730	228	45.78	0.00	0.00	791578	0	34	34	41994	41994	23281	23281	139399	139399	31.4	1.68	91.41	11	933	373	357	0	0	0	0
AG-402-P16	Prochlorococcus (5)	18	730	228	78.72	0.00	0.00	1587150	0	51	51	85646	85646	31120	31120	159594	159594	34.4	2.45	87.25	11	1778	153	577	0	0	0	0
AG-402-P18	Prochlorococcus (5)	18	730	228	97.20	0.18	0.00	1848560	0	35	35	123638	123638	52816	52816	278977	278977	34.4	2.68	86.36	11	2056	48	680	2	0	0	0
AG-409-A10	Prochlorococcus (5)	18	730	228	87.67	0.00	0.00	1583466	0	29	29	111437	111437	54602	54602	332752	332752	35.2	2.50	88.35	11	1721	77	653	0	0	0	0
AG-409-A19	Prochlorococcus (5)	18	730	228	62.92	3.51	100.00	1330441	0	44	44	71557	71557	30237	30237	127742	127742	40.1	3.13	87.75	11	1380	267	438	25	0	0	0
AG-409-A22	Prochlorococcus (5)	18	730	228	61.97	0.00	0.00	1075198	0	47	47	46860	46860	22876	22876	144082	144082	31.2	2.45	88.86	11	1237	257	473	0	0	0	0
AG-409-A23	Prochlorococcus (5)	18	730	228	28.73	0.00	0.00	489435	0	30	30	42208	42208	16314	16314	96701	96701	37.5	2.49	89.19	11	564	474	256	0	0	0	0
AG-409-B05	Prochlorococcus (5)	18	730	228	84.55	0.00	0.00	1797579	0	52	52	75806	75806	34568	34568	157677	157677	38.9	2.54	85.69	11	1901	95	635	0	0	0	0
AG-409-B09	Prochlorococcus (5)	18	730	228	24.12	0.15	0.00	438708	0	19	19	57378	57378	23089	23089	76561	76561	38.9	2.40	89.21	11	476	543	186	1	0	0	0
