Bin Id	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+
ETNP-OMZ-SAG-B04	Pelagibacteraceae (4)	15	695	142	7.43	1.00	87.50	127241	0	34	34	4261	4261	3742	3742	6543	6543	26.7	3.45	92.76	11	173	653	38	2	2	0	0
ETNP-OMZ-SAG-D03	Pelagibacteraceae (4)	15	695	142	7.85	0.00	0.00	101421	0	26	26	4621	4621	3900	3900	8551	8551	31.7	4.62	92.38	11	117	651	44	0	0	0	0
ETNP-OMZ-SAG-D09	Pelagibacteraceae (4)	15	695	142	25.29	0.70	0.00	374476	0	44	44	14955	14955	8510	8510	48204	48204	30.5	2.32	95.25	11	416	477	217	1	0	0	0
ETNP-OMZ-SAG-D10	Pelagibacteraceae (4)	15	695	142	8.86	0.18	100.00	182720	0	47	47	4777	4777	3887	3887	11362	11362	31.2	3.73	91.80	11	259	625	68	2	0	0	0
ETNP-OMZ-SAG-E02	Pelagibacteraceae (4)	15	695	142	22.92	0.23	100.00	312713	0	52	52	8839	8839	6013	6013	15493	15493	30.5	3.06	94.06	11	375	525	169	1	0	0	0
ETNP-OMZ-SAG-E03	Pelagibacteraceae (4)	15	695	142	6.79	0.58	66.67	130059	0	25	25	6833	6833	5202	5202	11572	11572	31.1	2.10	92.47	11	165	619	70	6	0	0	0
ETNP-OMZ-SAG-E04	Pelagibacteraceae (4)	15	695	142	22.90	0.00	0.00	311063	0	38	38	13625	13625	8185	8185	35190	35190	31.4	2.87	95.05	11	360	523	172	0	0	0	0
ETNP-OMZ-SAG-E05	Pelagibacteraceae (4)	15	695	142	23.47	0.10	50.00	331981	0	27	27	17239	17239	12295	12295	27733	27733	31.2	2.20	93.34	11	379	524	169	2	0	0	0
F4_spades	Pelagibacteraceae (4)	15	695	142	31.96	0.06	100.00	485109	0	45	45	20629	20629	10780	10780	34580	34580	28.9	2.59	94.27	11	580	449	244	2	0	0	0
FB_LD12	Pelagibacteraceae (4)	15	695	142	95.97	0.69	0.00	1160202	0	1	1	1160202	1160202	1160202	1160202	1160202	1160202	29.0	0.00	95.70	11	1231	18	672	5	0	0	0
GOM-A01	Pelagibacteraceae (4)	15	695	142	87.97	0.44	50.00	1285855	0	37	37	84415	84415	34752	34752	176024	176024	29.4	2.26	96.38	11	1365	63	628	4	0	0	0
GOM-A02	Pelagibacteraceae (4)	15	695	142	60.25	1.92	53.85	760013	0	67	67	17264	17264	11343	11343	80126	80126	29.7	2.63	96.18	11	864	269	413	13	0	0	0
GOM-A03	Pelagibacteraceae (4)	15	695	142	51.53	1.88	40.00	736895	0	65	65	16477	16477	11336	11336	60432	60432	30.1	2.37	95.79	11	847	376	314	5	0	0	0
GOM-A04	Pelagibacteraceae (4)	15	695	142	36.18	0.51	63.64	437173	0	50	50	11808	11808	8743	8743	44602	44602	28.8	3.50	96.11	11	523	462	227	5	0	1	0
GOM-A05	Pelagibacteraceae (4)	15	695	142	45.31	0.56	87.50	597950	0	61	61	20231	20231	9802	9802	39846	39846	28.7	2.67	95.20	11	684	351	340	2	2	0	0
HIMB058	Pelagibacteraceae (4)	15	695	142	94.84	0.35	0.00	1100317	4	48	48	38257	38256	22923	22923	92662	92662	29.8	2.52	96.47	11	1211	13	681	1	0	0	0
HIMB083	Pelagibacteraceae (4)	15	695	142	99.90	0.70	0.00	1395997	2	1	1	1395997	1395995	1395997	1395995	1395997	1395995	29.1	0.00	96.35	11	1466	2	692	1	0	0	0
HIMB114	Pelagibacteraceae (4)	15	695	142	98.43	1.28	0.00	1237371	0	1	1	1237371	1237371	1237371	1237371	1237371	1237371	29.6	0.00	96.46	11	1323	10	679	6	0	0	0
HIMB122	Pelagibacteraceae (4)	15	695	142	99.81	1.46	0.00	1453515	0	1	1	1453515	1453515	1453515	1453515	1453515	1453515	29.3	0.00	96.55	11	1517	2	689	4	0	0	0
HIMB1321	Pelagibacteraceae (4)	15	695	142	100.00	0.14	0.00	1320649	0	1	1	1320649	1320649	1320649	1320649	1320649	1320649	29.0	0.00	96.32	11	1390	0	693	2	0	0	0
HIMB140	Pelagibacteraceae (4)	15	695	142	100.00	0.00	0.00	1437930	0	1	1	1437930	1437930	1437930	1437930	1437930	1437930	29.4	0.00	96.63	11	1507	0	695	0	0	0	0
HIMB4	Pelagibacteraceae (4)	15	695	142	100.00	0.00	0.00	1382291	0	1	1	1382291	1382291	1382291	1382291	1382291	1382291	29.0	0.00	96.01	11	1457	0	695	0	0	0	0
HIMB5	Pelagibacteraceae (4)	15	695	142	98.99	0.11	0.00	1343202	0	1	1	1343202	1343202	1343202	1343202	1343202	1343202	28.6	0.00	96.31	11	1433	4	689	2	0	0	0
HIMB59	Pelagibacteraceae (4)	15	695	142	81.62	4.87	0.00	1410127	0	1	1	1410127	1410127	1410127	1410127	1410127	1410127	32.3	0.00	96.28	11	1493	86	584	25	0	0	0
HTCC1002	Pelagibacteraceae (4)	15	695	142	100.00	1.11	0.00	1326048	1014	2	3	1324008	1012886	663024	441678	1324008	1012886	29.7	10.92	94.95	11	1376	0	692	3	0	0	0
HTCC1013	Pelagibacteraceae (4)	15	695	142	100.00	1.11	0.00	1299699	1100	3	24	741014	248608	433233	54108	741014	485697	29.7	4.38	95.64	11	1351	0	692	3	0	0	0
HTCC1016	Pelagibacteraceae (4)	15	695	142	100.00	1.11	0.00	1297098	2384	4	8	794419	792086	324274	161839	794419	792086	29.6	4.47	95.37	11	1355	0	692	3	0	0	0
HTCC1040	Pelagibacteraceae (4)	15	695	142	100.00	0.76	0.00	1274624	6	1	1	1274624	1274618	1274624	1274618	1274624	1274618	29.5	0.00	96.07	11	1342	0	693	2	0	0	0
HTCC1062	Pelagibacteraceae (4)	15	695	142	100.00	1.11	0.00	1308759	0	1	1	1308759	1308759	1308759	1308759	1308759	1308759	29.7	0.00	96.11	11	1352	0	692	3	0	0	0
HTCC7211	Pelagibacteraceae (4)	15	695	142	100.00	0.05	0.00	1456888	0	1	1	1456888	1456888	1456888	1456888	1456888	1456888	29.0	0.00	96.33	11	1544	0	694	1	0	0	0
HTCC7214	Pelagibacteraceae (4)	15	695	142	99.79	0.05	0.00	1375060	70	1	2	1375060	1043746	1375060	687495	1375060	1043746	29.2	0.00	96.31	11	1431	2	692	1	0	0	0
HTCC7217	Pelagibacteraceae (4)	15	695	142	99.95	0.05	0.00	1433611	0	1	1	1433611	1433611	1433611	1433611	1433611	1433611	28.8	0.00	96.31	11	1499	1	693	1	0	0	0
HTCC8051	Pelagibacteraceae (4)	15	695	142	99.95	1.06	0.00	1395018	52	1	2	1395018	1091303	1395018	697483	1395018	1091303	29.2	0.00	96.33	11	1463	1	692	2	0	0	0
HTCC9022	Pelagibacteraceae (4)	15	695	142	99.60	0.35	0.00	1355934	575	3	8	805404	804472	451978	169419	805404	804472	29.5	2.97	95.70	11	1405	2	692	1	0	0	0
HTCC9565	Pelagibacteraceae (4)	15	695	142	99.67	1.25	0.00	1279674	502	3	11	763172	152638	426558	116288	763172	202723	28.9	1.92	95.78	11	1360	3	688	4	0	0	0
IMCC9063	Pelagibacteraceae (4)	15	695	142	99.51	1.06	0.00	1284727	0	1	1	1284727	1284727	1284727	1284727	1284727	1284727	31.7	0.00	94.85	11	1424	3	690	2	0	0	0
MED104	Pelagibacteraceae (4)	15	695	142	62.08	5.77	74.14	868752	4828	73	73	12239	12167	11900	11834	32742	32567	29.5	2.19	96.55	11	994	280	363	49	3	0	0
MED1116	Pelagibacteraceae (4)	15	695	142	70.87	1.52	68.42	870948	1000	21	21	49855	49855	41473	41426	145779	145664	28.7	2.50	96.10	11	968	143	533	19	0	0	0
MED1153	Pelagibacteraceae (4)	15	695	142	78.71	7.91	66.10	1024810	750	55	55	21202	21195	18632	18619	72351	72321	29.6	2.39	96.47	11	1114	137	501	56	1	0	0
MED602	Pelagibacteraceae (4)	15	695	142	96.11	13.53	18.35	1879045	1738	60	60	64415	64358	31317	31288	293646	293646	31.8	4.96	95.69	11	2193	19	628	36	5	3	4
MED605	Pelagibacteraceae (4)	15	695	142	88.70	5.77	0.00	1605601	1002	73	73	33183	33183	21994	21980	82324	82324	29.2	4.49	96.00	11	1788	78	578	34	4	1	0
MED642	Pelagibacteraceae (4)	15	695	142	34.00	7.35	17.65	928230	3312	68	68	13218	13218	13650	13601	38582	38355	30.2	4.11	96.32	11	1026	424	222	48	1	0	0
MED714	Pelagibacteraceae (4)	15	695	142	60.79	11.97	10.98	1155715	3483	27	27	66824	66564	42804	42675	120258	119782	27.8	1.98	95.09	11	1260	251	409	27	5	0	3
MED724	Pelagibacteraceae (4)	15	695	142	40.93	4.62	65.00	488599	3328	33	33	14788	14737	14806	14705	33624	33388	28.7	1.48	96.72	11	558	347	328	20	0	0	0
MED724X	Pelagibacteraceae (4)	15	695	142	39.80	3.41	42.11	652455	3851	44	44	15329	15194	14828	14741	36389	36120	31.1	2.27	96.72	11	737	375	308	10	1	1	0
MED727	Pelagibacteraceae (4)	15	695	142	41.78	1.26	0.00	503620	1377	23	23	32957	32957	21896	21836	61737	61642	29.4	2.43	95.70	11	552	328	356	11	0	0	0
MED769X	Pelagibacteraceae (4)	15	695	142	74.99	6.09	3.51	1263754	470	48	48	30066	30066	26328	26318	135183	135055	28.7	2.85	96.07	11	1370	141	505	45	4	0	0
MED787	Pelagibacteraceae (4)	15	695	142	36.20	2.46	7.14	481559	1824	30	30	17646	17614	16051	15991	59652	59279	28.7	1.56	96.84	11	552	418	263	14	0	0	0
MED817	Pelagibacteraceae (4)	15	695	142	68.48	2.51	40.00	775528	432	61	61	13397	13373	12713	12706	31592	31576	28.3	2.16	96.57	11	894	238	442	15	0	0	0
MED827	Pelagibacteraceae (4)	15	695	142	70.59	6.02	28.95	857302	792	26	26	50206	50205	32973	32942	131559	131557	28.5	1.30	96.21	11	965	164	493	38	0	0	0
MED832	Pelagibacteraceae (4)	15	695	142	79.93	0.99	50.00	958664	3900	14	14	135228	134537	68476	68197	185387	184841	29.5	1.98	96.24	11	1039	155	530	10	0	0	0
MED872	Pelagibacteraceae (4)	15	695	142	52.93	7.26	28.00	851112	1642	44	44	23310	23233	19343	19306	59045	59034	27.6	1.86	96.12	11	926	251	404	35	5	0	0
MED965	Pelagibacteraceae (4)	15	695	142	84.16	28.77	34.41	1877216	6771	72	72	38229	38075	26072	25978	115186	114902	29.7	2.07	95.09	11	1989	88	514	67	16	6	4
NAT182	Pelagibacteraceae (4)	15	695	142	66.15	3.46	0.00	1335253	78	54	54	30018	30018	24726	24725	87059	87059	28.0	2.92	96.56	11	1454	195	473	27	0	0	0
NAT83	Pelagibacteraceae (4)	15	695	142	44.52	1.17	60.00	473115	3972	32	32	15243	15097	14784	14660	33015	32862	28.1	1.78	96.93	11	526	415	275	5	0	0	0
NP101	Pelagibacteraceae (4)	15	695	142	76.05	8.38	1.30	1450038	273	78	78	26975	26968	18590	18586	57948	57941	29.2	2.47	95.81	11	1570	115	543	26	8	2	1
NP144	Pelagibacteraceae (4)	15	695	142	44.50	0.76	20.00	556175	3869	33	33	19758	19655	16853	16736	44224	44196	29.7	5.04	95.37	11	593	346	339	10	0	0	0
PRT-SC02	Pelagibacteraceae (4)	15	695	142	46.91	10.21	92.31	612515	0	42	42	42658	42658	14583	14583	91445	91445	29.4	3.57	95.55	11	691	345	344	0	0	2	4
PRT004	Pelagibacteraceae (4)	15	695	142	49.37	18.66	94.12	713562	0	57	57	28472	28472	12518	12518	91445	91445	29.3	4.29	95.43	11	818	326	363	0	0	0	6
RS39	Pelagibacteraceae (4)	15	695	142	98.96	0.70	0.00	1200090	100	1	1	1200090	1199990	1200090	1199990	1200090	1199990	29.2	0.00	96.54	11	1269	4	689	2	0	0	0
RS40	Pelagibacteraceae (4)	15	695	142	98.97	2.25	0.00	1378905	100	1	1	1378905	1378805	1378905	1378805	1378905	1378805	29.4	0.00	96.50	11	1408	5	683	7	0	0	0
RS495	Pelagibacteraceae (4)	15	695	142	34.54	2.64	40.00	622436	4490	58	58	11366	11292	10731	10654	30248	30072	30.3	1.28	96.65	11	652	442	240	12	1	0	0
SAT136A	Pelagibacteraceae (4)	15	695	142	38.06	3.56	14.29	768976	3964	39	39	20047	19927	19717	19615	69335	69259	31.1	2.25	94.99	11	797	354	323	13	5	0	0
SAT1561	Pelagibacteraceae (4)	15	695	142	32.71	2.84	29.41	628705	1210	25	25	33065	33034	25148	25099	68865	68737	28.9	1.51	96.22	11	678	402	278	14	1	0	0
SAT199	Pelagibacteraceae (4)	15	695	142	33.39	1.00	16.67	523541	2780	29	29	16480	16412	18053	17957	44296	44145	26.4	1.43	95.67	11	598	380	303	12	0	0	0
SAT209	Pelagibacteraceae (4)	15	695	142	35.87	4.67	25.93	678252	6697	26	26	30880	30377	26086	25829	53066	52282	30.2	1.37	95.33	11	702	398	276	18	3	0	0
SAT212	Pelagibacteraceae (4)	15	695	142	39.11	1.12	0.00	543907	3370	21	21	29772	29707	25900	25739	70441	69601	29.8	2.17	96.73	11	597	424	268	3	0	0	0
SP299	Pelagibacteraceae (4)	15	695	142	77.50	11.43	6.35	1677714	12096	9	9	390892	387318	186412	185068	536603	532808	29.3	1.54	94.93	11	1701	121	543	24	6	0	1
SP2998	Pelagibacteraceae (4)	15	695	142	45.06	0.41	0.00	663439	60	25	25	27069	27069	26537	26535	48996	48996	26.5	1.21	96.68	11	695	324	363	8	0	0	0
SP337	Pelagibacteraceae (4)	15	695	142	69.03	4.62	10.81	1404973	302	24	24	84432	84310	58540	58527	289630	289630	29.5	2.70	96.02	11	1457	144	522	25	4	0	0
SP346	Pelagibacteraceae (4)	15	695	142	49.20	11.60	1.37	1156343	343	19	19	87891	87890	60860	60842	276951	276897	33.3	6.75	94.95	11	1164	278	358	55	2	2	0
SP361	Pelagibacteraceae (4)	15	695	142	60.80	3.94	0.00	1037112	625	18	18	122874	122848	57617	57582	141993	141888	29.6	1.10	95.36	11	1098	261	413	21	0	0	0
SP38	Pelagibacteraceae (4)	15	695	142	72.84	5.90	19.30	1144502	1590	27	27	49376	49315	42388	42330	139778	139737	25.7	1.15	96.07	11	1238	108	543	39	4	1	0
SP4300	Pelagibacteraceae (4)	15	695	142	50.74	3.51	64.71	644729	1600	15	15	43547	43467	42981	42875	175726	175336	28.3	1.51	96.78	11	699	238	423	34	0	0	0
SP486	Pelagibacteraceae (4)	15	695	142	56.84	2.63	0.00	1130614	1473	16	16	118506	118411	70663	70571	200391	199810	28.1	1.67	95.97	11	1174	237	439	16	3	0	0
SP81	Pelagibacteraceae (4)	15	695	142	86.32	10.58	1.19	1695481	323	31	31	70464	70420	54692	54682	183688	183672	29.5	6.04	95.29	11	1780	70	580	33	10	1	1
SP94	Pelagibacteraceae (4)	15	695	142	78.44	14.15	20.00	1668993	2517	45	45	45913	45836	37088	37032	132052	131931	29.8	3.93	95.35	11	1711	101	549	33	9	2	1
TMED106	Pelagibacteraceae (4)	15	695	142	69.48	21.28	7.05	976580	2342	28	28	36160	36063	34877	34794	64070	63969	28.0	1.52	96.19	11	1047	174	379	135	7	0	0
TMED118	Pelagibacteraceae (4)	15	695	142	64.18	19.87	9.15	1563530	464	13	13	137811	137795	120271	120235	199193	199140	30.6	3.37	96.39	11	1563	249	344	87	13	1	1
TMED124	Pelagibacteraceae (4)	15	695	142	41.27	14.88	6.72	1188937	185	43	43	27980	27980	27649	27645	36342	36342	29.7	2.74	96.05	11	1312	350	221	119	5	0	0
TMED127	Pelagibacteraceae (4)	15	695	142	63.88	3.32	0.00	1201996	709	12	12	165270	165254	100166	100107	252503	252389	30.1	5.85	95.37	11	1309	243	431	17	4	0	0
TMED128	Pelagibacteraceae (4)	15	695	142	54.32	2.98	14.29	737352	775	34	34	27908	27841	21686	21664	70087	70025	28.5	2.67	96.86	11	780	237	444	14	0	0	0
TMED13	Pelagibacteraceae (4)	15	695	142	77.66	7.09	23.44	1347538	16584	54	54	31959	31492	24954	24647	94287	93089	29.8	2.10	96.47	11	1500	98	548	43	5	1	0
TMED136	Pelagibacteraceae (4)	15	695	142	65.98	0.77	54.55	892339	1340	21	21	49855	49855	42492	42428	145779	145664	29.0	2.07	96.19	11	974	232	454	8	1	0	0
TMED142	Pelagibacteraceae (4)	15	695	142	60.02	6.60	8.57	989448	1195	81	81	12576	12424	12215	12200	31592	31576	30.9	7.20	95.41	11	1118	272	390	32	1	0	0
TMED146	Pelagibacteraceae (4)	15	695	142	69.52	1.69	5.00	879149	3601	13	13	135228	134537	67626	67349	185387	184841	30.7	8.83	96.18	11	941	221	454	20	0	0	0
TMED153	Pelagibacteraceae (4)	15	695	142	49.76	9.76	13.89	950468	3641	72	72	12760	12712	13200	13150	54908	54559	32.0	5.17	95.81	11	962	288	350	51	5	1	0
TMED165	Pelagibacteraceae (4)	15	695	142	45.76	12.06	7.95	742185	1588	44	44	17127	17126	16867	16831	22351	22271	28.7	2.13	96.98	11	813	314	275	71	35	0	0
TMED166	Pelagibacteraceae (4)	15	695	142	53.62	4.96	0.00	846875	108	7	7	116261	116204	120982	120966	293646	293646	30.1	3.65	96.93	11	852	300	365	28	2	0	0
TMED170	Pelagibacteraceae (4)	15	695	142	43.08	8.84	13.04	727127	2797	32	32	21258	21237	22722	22635	43110	43075	30.1	3.90	96.01	11	808	331	280	80	4	0	0
TMED195	Pelagibacteraceae (4)	15	695	142	49.78	11.96	0.00	936049	78	27	27	36261	36261	34668	34665	50556	50556	30.1	2.45	96.56	11	1022	322	271	89	12	1	0
TMED196	Pelagibacteraceae (4)	15	695	142	49.22	1.35	11.76	556608	1182	32	32	21047	20974	17394	17357	56849	56798	29.1	1.68	97.00	11	636	293	385	17	0	0	0
TMED197	Pelagibacteraceae (4)	15	695	142	41.49	4.75	47.50	827951	3668	44	44	21389	20989	18817	18733	118694	118587	29.6	2.50	96.87	11	1063	339	331	19	5	1	0
TMED201	Pelagibacteraceae (4)	15	695	142	58.19	5.11	14.81	812828	2589	42	42	25181	25153	19353	19291	59931	59883	28.0	2.16	95.93	11	905	317	353	24	1	0	0
TMED202	Pelagibacteraceae (4)	15	695	142	36.95	3.81	0.00	647677	1586	19	19	36492	36398	34088	34004	61737	61642	31.0	4.62	96.05	11	780	365	299	30	1	0	0
TMED203	Pelagibacteraceae (4)	15	695	142	41.54	4.15	70.97	869468	2628	46	46	27640	27608	18901	18844	63441	63064	31.3	3.79	96.60	11	978	328	338	28	1	0	0
TMED216	Pelagibacteraceae (4)	15	695	142	57.30	4.66	11.43	809404	419	12	12	63401	63395	67450	67415	147517	147477	29.7	2.73	96.38	11	840	290	372	32	1	0	0
TMED232	Pelagibacteraceae (4)	15	695	142	36.37	11.34	23.66	522748	2076	17	17	33693	33576	30749	30627	64887	64710	29.0	2.46	97.05	11	616	399	203	93	0	0	0
TMED233	Pelagibacteraceae (4)	15	695	142	37.52	7.59	0.00	723713	5133	25	25	28204	28089	28948	28743	72525	71511	27.5	4.15	96.12	11	769	390	217	83	4	0	1
TMED237	Pelagibacteraceae (4)	15	695	142	36.83	4.91	0.00	809192	67	26	26	31159	31159	31122	31120	49402	49402	28.1	2.62	96.42	11	843	371	292	31	1	0	0
TMED239	Pelagibacteraceae (4)	15	695	142	42.04	13.78	7.77	874924	4892	54	54	16306	16231	16202	16111	24652	24542	29.4	2.34	96.48	11	937	353	285	42	11	3	1
TMED246	Pelagibacteraceae (4)	15	695	142	43.43	7.28	0.00	568267	58	4	4	134297	134297	142066	142052	230772	230772	28.4	0.45	96.97	11	593	382	274	39	0	0	0
TMED247	Pelagibacteraceae (4)	15	695	142	42.98	10.29	24.10	788039	272	10	10	75033	74975	78803	78776	135183	135055	31.3	3.86	96.00	11	905	363	264	62	5	1	0
TMED253	Pelagibacteraceae (4)	15	695	142	35.61	6.64	15.07	869769	4711	59	59	14672	14617	14741	14662	22302	22076	30.5	2.35	95.81	11	920	416	224	46	9	0	0
TMED258	Pelagibacteraceae (4)	15	695	142	36.65	2.49	6.45	550777	3680	38	38	15833	15774	14494	14397	50196	50010	31.5	2.10	96.00	11	629	402	269	22	1	1	0
TMED259	Pelagibacteraceae (4)	15	695	142	39.86	2.52	0.00	745884	2790	58	58	15710	15683	12860	12811	32994	32946	34.0	6.12	96.19	11	807	388	295	10	2	0	0
TMED263	Pelagibacteraceae (4)	15	695	142	44.80	14.56	10.50	851450	3936	68	68	12626	12579	12521	12463	31093	30920	30.4	3.74	96.49	11	964	334	285	58	9	1	8
TMED267	Pelagibacteraceae (4)	15	695	142	36.38	6.70	41.75	771027	3232	46	46	16600	16507	16761	16691	23752	23654	29.5	2.27	96.59	11	844	402	236	34	23	0	0
TMED268	Pelagibacteraceae (4)	15	695	142	28.36	0.38	16.67	418064	2264	31	31	13338	13315	13485	13412	32632	32450	28.3	1.97	97.06	11	470	436	253	6	0	0	0
TMED272	Pelagibacteraceae (4)	15	695	142	29.90	4.40	0.00	647096	817	10	10	62351	62331	64709	64627	131559	131557	35.2	4.51	96.11	11	716	422	234	36	3	0	0
TMED273	Pelagibacteraceae (4)	15	695	142	43.92	8.61	2.90	1311887	982	33	33	41541	41540	39754	39724	61763	61763	28.1	3.86	96.35	11	1432	349	281	63	2	0	0
TMED275	Pelagibacteraceae (4)	15	695	142	31.51	0.60	25.00	442974	936	28	28	19405	19359	15820	15787	44043	44002	30.0	3.74	95.82	11	512	426	265	4	0	0	0
TMED286	Pelagibacteraceae (4)	15	695	142	49.40	22.10	24.27	782641	252	64	64	12049	12049	12228	12224	33851	33848	28.8	3.22	96.42	11	833	312	274	62	46	1	0
TMED287	Pelagibacteraceae (4)	15	695	142	41.57	9.63	8.77	841731	818	27	27	29576	29568	31175	31144	71721	71623	31.5	5.05	96.64	11	906	381	263	48	3	0	0
TMED64	Pelagibacteraceae (4)	15	695	142	79.75	6.95	6.14	1787588	952	86	86	30910	30907	20785	20774	82324	82324	31.1	6.12	95.92	11	2016	134	532	12	10	2	5
TMED65	Pelagibacteraceae (4)	15	695	142	64.21	3.88	3.64	1689873	4554	36	36	46424	46249	46940	46814	175410	174570	30.0	5.09	95.80	11	1763	165	495	30	3	1	1
UBA2154	Pelagibacteraceae (4)	15	695	142	64.93	2.57	0.00	1076758	79502	126	406	11153	4926	8545	2456	34392	28432	30.8	2.07	78.62	11	1182	184	501	8	2	0	0
UBA4760	Pelagibacteraceae (4)	15	695	142	65.27	0.39	75.00	821333	33277	104	191	11128	7928	7897	4125	38361	30497	29.5	2.27	85.54	11	901	223	468	4	0	0	0
XH48321	Pelagibacteraceae (4)	15	695	142	89.76	3.06	61.90	1204724	3005	23	23	77842	77557	52379	52248	145957	145569	28.5	1.55	95.86	11	1326	54	620	21	0	0	0
XI467341	Pelagibacteraceae (4)	15	695	142	42.56	3.82	3.23	734697	3833	65	65	11462	11452	11303	11244	24864	24734	32.2	4.13	95.49	11	804	339	327	28	1	0	0
XQ75387	Pelagibacteraceae (4)	15	695	142	59.78	3.79	0.00	718441	383	36	36	26688	26593	19956	19946	48595	48595	27.8	1.95	95.36	11	800	223	447	23	2	0	0
