ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	genome	KO	desc	scaffold	start	end	gene_symbol	protein_domain	evalue	strand	ncbitaxid	taxlineage	taxgroup	taxclade
path:map00030	Pentose phosphate pathway	3/17	12/538	0.004848945	0.022628411	0.013611074	AG-345-F21_00681	3	AG-345-F21	K01623	fructose-bisphosphate aldolase	AG-345-F21_10	22294	23307	NA	NA	NA	-	2162037	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIa;Pelagibacterales subclade IIa_1;Pelagibacterales bacterium sp. AG-345-F21	SAR11	IIa
path:map00710	Carbon fixation in photosynthetic organisms	3/17	10/538	0.002751931	0.022628411	0.013611074	AG-345-F21_00682	3	AG-345-F21	K00927,K01803	Phosphoglycerate kinase	AG-345-F21_10	23317	24507	NA	NA	NA	-	2162037	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIa;Pelagibacterales subclade IIa_1;Pelagibacterales bacterium sp. AG-345-F21	SAR11	IIa
path:map00710	Carbon fixation in photosynthetic organisms	3/17	10/538	0.002751931	0.022628411	0.013611074	AG-345-F21_00683	3	AG-345-F21	K00615	Transketolase (EC 2.2.1.1)	AG-345-F21_10	24519	26501	NA	NA	NA	-	2162037	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIa;Pelagibacterales subclade IIa_1;Pelagibacterales bacterium sp. AG-345-F21	SAR11	IIa
path:map00030	Pentose phosphate pathway	3/17	12/538	0.004848945	0.022628411	0.013611074	AG-345-F21_00683	3	AG-345-F21	K00615	Transketolase (EC 2.2.1.1)	AG-345-F21_10	24519	26501	NA	NA	NA	-	2162037	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIa;Pelagibacterales subclade IIa_1;Pelagibacterales bacterium sp. AG-345-F21	SAR11	IIa
path:map01210	2-Oxocarboxylic acid metabolism	4/14	19/599	0.000595644	0.013104161	0.010658887	AG-390-C22_00314	4	AG-390-C22	K01649	Catalyzes the condensation of the acetyl group of acetyl-CoA with 3-methyl-2-oxobutanoate (2-oxoisovalerate) to form 3-carboxy-3-hydroxy-4-methylpentanoate (2-isopropylmalate) (By similarity)	AG-390-C22_2	99661	101217	NA	NA	NA	-	2161986	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIa;Pelagibacterales subclade IIa_1;Pelagibacterales bacterium sp. AG-390-C22	SAR11	IIa
path:map01210	2-Oxocarboxylic acid metabolism	4/14	19/599	0.000595644	0.013104161	0.010658887	AG-390-C22_00315	4	AG-390-C22	K00053	Alpha-keto-beta-hydroxylacyl reductoisomerase	AG-390-C22_2	101301	102320	NA	NA	NA	-	2161986	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIa;Pelagibacterales subclade IIa_1;Pelagibacterales bacterium sp. AG-390-C22	SAR11	IIa
path:map00770	Pantothenate and CoA biosynthesis	3/14	12/599	0.001981549	0.021797044	0.017729653	AG-390-C22_00315	3	AG-390-C22	K00053	Alpha-keto-beta-hydroxylacyl reductoisomerase	AG-390-C22_2	101301	102320	NA	NA	NA	-	2161986	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIa;Pelagibacterales subclade IIa_1;Pelagibacterales bacterium sp. AG-390-C22	SAR11	IIa
path:map01210	2-Oxocarboxylic acid metabolism	4/14	19/599	0.000595644	0.013104161	0.010658887	AG-390-C22_00316	4	AG-390-C22	K01653	Acetolactate synthase small subunit	AG-390-C22_2	102327	102875	NA	NA	NA	-	2161986	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIa;Pelagibacterales subclade IIa_1;Pelagibacterales bacterium sp. AG-390-C22	SAR11	IIa
path:map00770	Pantothenate and CoA biosynthesis	3/14	12/599	0.001981549	0.021797044	0.017729653	AG-390-C22_00316	3	AG-390-C22	K01653	Acetolactate synthase small subunit	AG-390-C22_2	102327	102875	NA	NA	NA	-	2161986	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIa;Pelagibacterales subclade IIa_1;Pelagibacterales bacterium sp. AG-390-C22	SAR11	IIa
path:map00650	Butanoate metabolism	3/14	14/599	0.003188105	0.023379433	0.019016764	AG-390-C22_00316	3	AG-390-C22	K01653	Acetolactate synthase small subunit	AG-390-C22_2	102327	102875	NA	NA	NA	-	2161986	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIa;Pelagibacterales subclade IIa_1;Pelagibacterales bacterium sp. AG-390-C22	SAR11	IIa
path:map01210	2-Oxocarboxylic acid metabolism	4/14	19/599	0.000595644	0.013104161	0.010658887	AG-390-C22_00317	4	AG-390-C22	K01652	Acetolactate synthase	AG-390-C22_2	102875	104641	NA	NA	NA	-	2161986	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIa;Pelagibacterales subclade IIa_1;Pelagibacterales bacterium sp. AG-390-C22	SAR11	IIa
path:map00770	Pantothenate and CoA biosynthesis	3/14	12/599	0.001981549	0.021797044	0.017729653	AG-390-C22_00317	3	AG-390-C22	K01652	Acetolactate synthase	AG-390-C22_2	102875	104641	NA	NA	NA	-	2161986	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIa;Pelagibacterales subclade IIa_1;Pelagibacterales bacterium sp. AG-390-C22	SAR11	IIa
path:map00650	Butanoate metabolism	3/14	14/599	0.003188105	0.023379433	0.019016764	AG-390-C22_00317	3	AG-390-C22	K01652	Acetolactate synthase	AG-390-C22_2	102875	104641	NA	NA	NA	-	2161986	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIa;Pelagibacterales subclade IIa_1;Pelagibacterales bacterium sp. AG-390-C22	SAR11	IIa
path:map00650	Butanoate metabolism	3/14	14/599	0.003188105	0.023379433	0.019016764	AG-390-C22_00323	3	AG-390-C22	K00001,K12904,K18120	alcohol dehydrogenase	AG-390-C22_2	110044	111162	PPDH	PF00465	1.8E-69	-	2161986	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIa;Pelagibacterales subclade IIa_1;Pelagibacterales bacterium sp. AG-390-C22	SAR11	IIa
path:map00520	Amino sugar and nucleotide sugar metabolism	8/17	21/432	1.36618E-07	1.77604E-06	1.72571E-06	AG-430-L02_00039	8	AG-430-L02	K01784,K02473	Nad-dependent epimerase dehydratase	AG-430-L02_1	31857	32780	NA	NA	NA	-	2162020	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIa;Pelagibacterales subclade IIa_2;Pelagibacterales bacterium sp. AG-430-L02	SAR11	IIa
path:map00520	Amino sugar and nucleotide sugar metabolism	8/17	21/432	1.36618E-07	1.77604E-06	1.72571E-06	AG-430-L02_00043	8	AG-430-L02	K01784	Nad-dependent epimerase dehydratase	AG-430-L02_1	35220	36149	NA	NA	NA	-	2162020	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIa;Pelagibacterales subclade IIa_2;Pelagibacterales bacterium sp. AG-430-L02	SAR11	IIa
path:map00520	Amino sugar and nucleotide sugar metabolism	8/17	21/432	1.36618E-07	1.77604E-06	1.72571E-06	AG-430-L02_00044	8	AG-430-L02	K00978	Glucose-1-phosphate cytidylyltransferase	AG-430-L02_1	36146	36856	NA	NA	NA	-	2162020	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIa;Pelagibacterales subclade IIa_2;Pelagibacterales bacterium sp. AG-430-L02	SAR11	IIa
path:map00520	Amino sugar and nucleotide sugar metabolism	8/17	21/432	1.36618E-07	1.77604E-06	1.72571E-06	AG-430-L02_00046	8	AG-430-L02	K13010	DegT DnrJ EryC1 StrS aminotransferase	AG-430-L02_1	38070	39173	NA	NA	NA	-	2162020	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIa;Pelagibacterales subclade IIa_2;Pelagibacterales bacterium sp. AG-430-L02	SAR11	IIa
path:map00520	Amino sugar and nucleotide sugar metabolism	8/17	21/432	1.36618E-07	1.77604E-06	1.72571E-06	AG-430-L02_00048	8	AG-430-L02	K13010	DegT DnrJ EryC1 StrS aminotransferase	AG-430-L02_1	40159	41289	NA	NA	NA	-	2162020	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIa;Pelagibacterales subclade IIa_2;Pelagibacterales bacterium sp. AG-430-L02	SAR11	IIa
path:map00520	Amino sugar and nucleotide sugar metabolism	8/17	21/432	1.36618E-07	1.77604E-06	1.72571E-06	AG-430-L02_00061	8	AG-430-L02	K01654	synthase	AG-430-L02_1	53954	55000	NA	NA	NA	-	2162020	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIa;Pelagibacterales subclade IIa_2;Pelagibacterales bacterium sp. AG-430-L02	SAR11	IIa
path:map00520	Amino sugar and nucleotide sugar metabolism	8/17	21/432	1.36618E-07	1.77604E-06	1.72571E-06	AG-430-L02_00063	8	AG-430-L02	K13010,K19715	DegT DnrJ EryC1 StrS aminotransferase	AG-430-L02_1	55670	56821	NA	NA	NA	-	2162020	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIa;Pelagibacterales subclade IIa_2;Pelagibacterales bacterium sp. AG-430-L02	SAR11	IIa
path:map00520	Amino sugar and nucleotide sugar metabolism	8/17	21/432	1.36618E-07	1.77604E-06	1.72571E-06	AG-430-L02_00072	8	AG-430-L02	K01784,K08679	nad-dependent epimerase dehydratase	AG-430-L02_1	63893	64891	NA	NA	NA	-	2162020	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIa;Pelagibacterales subclade IIa_2;Pelagibacterales bacterium sp. AG-430-L02	SAR11	IIa
path:map01120	Microbial metabolism in diverse environments	9/19	71/438	0.001131131	0.020360357	0.013097306	TMED216_00135	9	TMED216	K01845,K07257,K15681	Aminotransferase class-III	TMED216_3	117	1592	NA	NA	NA	+	1986812	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIa;Pelagibacterales subclade IIa_1;Pelagibacterales bacterium sp. TMED216	SAR11	IIa
path:map01120	Microbial metabolism in diverse environments	9/19	71/438	0.001131131	0.020360357	0.013097306	TMED216_00140	9	TMED216	K09459	Phosphonopyruvate decarboxylase	TMED216_3	6894	8006	PPDA	TIGR03297	9.3E-119	+	1986812	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIa;Pelagibacterales subclade IIa_1;Pelagibacterales bacterium sp. TMED216	SAR11	IIa
path:map01120	Microbial metabolism in diverse environments	9/19	71/438	0.001131131	0.020360357	0.013097306	TMED216_00141	9	TMED216	K01841	methylisocitrate lyase	TMED216_3	8003	8449	NA	NA	NA	+	1986812	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIa;Pelagibacterales subclade IIa_1;Pelagibacterales bacterium sp. TMED216	SAR11	IIa
path:map01120	Microbial metabolism in diverse environments	9/19	71/438	0.001131131	0.020360357	0.013097306	TMED216_00142	9	TMED216	K00001,K12904,K18120	alcohol dehydrogenase	TMED216_3	8442	9539	PPDH	PF00465	1.8E-52	+	1986812	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIa;Pelagibacterales subclade IIa_1;Pelagibacterales bacterium sp. TMED216	SAR11	IIa
path:map01120	Microbial metabolism in diverse environments	9/19	71/438	0.001131131	0.020360357	0.013097306	TMED216_00143	9	TMED216	K01841,K03417	Phosphoenolpyruvate phosphomutase	TMED216_3	9593	10897	PEPM	TIGR02320	5E-121	+	1986812	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIa;Pelagibacterales subclade IIa_1;Pelagibacterales bacterium sp. TMED216	SAR11	IIa
path:map01120	Microbial metabolism in diverse environments	9/19	71/438	0.001131131	0.020360357	0.013097306	TMED216_00154	9	TMED216	K00616	Transaldolase	TMED216_3	18045	18743	NA	NA	NA	+	1986812	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIa;Pelagibacterales subclade IIa_1;Pelagibacterales bacterium sp. TMED216	SAR11	IIa
path:map01120	Microbial metabolism in diverse environments	9/19	71/438	0.001131131	0.020360357	0.013097306	TMED216_00163	9	TMED216	K01623	fructose-bisphosphate aldolase	TMED216_3	22162	23175	NA	NA	NA	-	1986812	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIa;Pelagibacterales subclade IIa_1;Pelagibacterales bacterium sp. TMED216	SAR11	IIa
path:map01120	Microbial metabolism in diverse environments	9/19	71/438	0.001131131	0.020360357	0.013097306	TMED216_00164	9	TMED216	K00927,K01803	Phosphoglycerate kinase	TMED216_3	23172	24371	NA	NA	NA	-	1986812	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIa;Pelagibacterales subclade IIa_1;Pelagibacterales bacterium sp. TMED216	SAR11	IIa
path:map01120	Microbial metabolism in diverse environments	9/19	71/438	0.001131131	0.020360357	0.013097306	TMED216_00165	9	TMED216	K00615	Transketolase (EC 2.2.1.1)	TMED216_3	24380	26359	NA	NA	NA	-	1986812	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIa;Pelagibacterales subclade IIa_1;Pelagibacterales bacterium sp. TMED216	SAR11	IIa
path:map00520	Amino sugar and nucleotide sugar metabolism	10/25	67/724	2.54342E-05	0.000508685	0.00037482	MED605_00182	10	MED605	K01784,K02473	Polysaccharide biosynthesis protein	MED605_11	171	1151	NA	NA	NA	+	2024849	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIb;Pelagibacterales bacterium sp. TMED64	SAR11	IIb
path:map01120	Microbial metabolism in diverse environments	12/25	116/724	0.000137285	0.001372853	0.001011576	MED605_00184	12	MED605	K00958	Sulfate adenylate transferase	MED605_11	2451	3518	NA	NA	NA	+	2024849	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIb;Pelagibacterales bacterium sp. TMED64	SAR11	IIb
path:map01120	Microbial metabolism in diverse environments	12/25	116/724	0.000137285	0.001372853	0.001011576	MED605_00186	12	MED605	K00390,K00860,K00958	Catalyzes the synthesis of activated sulfate (By similarity)	MED605_11	4943	5461	NA	NA	NA	+	2024849	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIb;Pelagibacterales bacterium sp. TMED64	SAR11	IIb
path:map01120	Microbial metabolism in diverse environments	12/25	116/724	0.000137285	0.001372853	0.001011576	MED605_00189	12	MED605	K01841,K03417	Phosphoenolpyruvate phosphomutase	MED605_11	7138	8448	PEPM	TIGR02320	1.5E-109	+	2024849	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIb;Pelagibacterales bacterium sp. TMED64	SAR11	IIb
path:map01120	Microbial metabolism in diverse environments	12/25	116/724	0.000137285	0.001372853	0.001011576	MED605_00190	12	MED605	K09459	Phosphonopyruvate decarboxylase	MED605_11	8448	9545	PPDA	TIGR03297	3.4E-111	+	2024849	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIb;Pelagibacterales bacterium sp. TMED64	SAR11	IIb
path:map01120	Microbial metabolism in diverse environments	12/25	116/724	0.000137285	0.001372853	0.001011576	MED605_00191	12	MED605	K00001,K12904,K18120	alcohol dehydrogenase	MED605_11	9542	10663	PPDH	PF00465	2.6E-59	+	2024849	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIb;Pelagibacterales bacterium sp. TMED64	SAR11	IIb
path:map00520	Amino sugar and nucleotide sugar metabolism	10/25	67/724	2.54342E-05	0.000508685	0.00037482	MED605_00194	10	MED605	K01784	epimerase dehydratase	MED605_11	12069	13073	NA	NA	NA	+	2024849	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIb;Pelagibacterales bacterium sp. TMED64	SAR11	IIb
path:map01120	Microbial metabolism in diverse environments	12/25	116/724	0.000137285	0.001372853	0.001011576	MED605_00195	12	MED605	K00615	Transketolase	MED605_11	13076	13621	NA	NA	NA	+	2024849	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIb;Pelagibacterales bacterium sp. TMED64	SAR11	IIb
path:map01120	Microbial metabolism in diverse environments	12/25	116/724	0.000137285	0.001372853	0.001011576	MED605_00197	12	MED605	K00615	Transketolase	MED605_11	13832	14323	NA	NA	NA	+	2024849	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIb;Pelagibacterales bacterium sp. TMED64	SAR11	IIb
path:map00520	Amino sugar and nucleotide sugar metabolism	10/25	67/724	2.54342E-05	0.000508685	0.00037482	MED605_01046	10	MED605	K01654	synthase	MED605_52	170	1237	NA	NA	NA	+	2024849	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIb;Pelagibacterales bacterium sp. TMED64	SAR11	IIb
path:map00520	Amino sugar and nucleotide sugar metabolism	10/25	67/724	2.54342E-05	0.000508685	0.00037482	MED605_01048	10	MED605	K13010,K15895	DegT DnrJ EryC1 StrS aminotransferase	MED605_52	1877	3919	NA	NA	NA	-	2024849	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIb;Pelagibacterales bacterium sp. TMED64	SAR11	IIb
path:map01120	Microbial metabolism in diverse environments	12/25	116/724	0.000137285	0.001372853	0.001011576	MED605_01054	12	MED605	K01845,K07257,K15681	Aminotransferase class-III	MED605_52	8331	9653	NA	NA	NA	+	2024849	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIb;Pelagibacterales bacterium sp. TMED64	SAR11	IIb
path:map00520	Amino sugar and nucleotide sugar metabolism	10/25	67/724	2.54342E-05	0.000508685	0.00037482	MED605_01055	10	MED605	K01654,K15898,K18430	synthase	MED605_52	9659	10681	NA	NA	NA	+	2024849	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIb;Pelagibacterales bacterium sp. TMED64	SAR11	IIb
path:map00520	Amino sugar and nucleotide sugar metabolism	10/25	67/724	2.54342E-05	0.000508685	0.00037482	MED605_01056	10	MED605	K15894	polysaccharide biosynthesis protein	MED605_52	10690	11703	NA	NA	NA	+	2024849	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIb;Pelagibacterales bacterium sp. TMED64	SAR11	IIb
path:map01120	Microbial metabolism in diverse environments	12/25	116/724	0.000137285	0.001372853	0.001011576	MED605_01057	12	MED605	K01841,K03417	Phosphoenolpyruvate phosphomutase	MED605_52	11719	13011	PEPM	TIGR02320	5.5E-107	+	2024849	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIb;Pelagibacterales bacterium sp. TMED64	SAR11	IIb
path:map01120	Microbial metabolism in diverse environments	12/25	116/724	0.000137285	0.001372853	0.001011576	MED605_01059	12	MED605	K09459	Phosphonopyruvate decarboxylase	MED605_52	13822	14922	PPDA	TIGR03297	3.7E-118	+	2024849	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIb;Pelagibacterales bacterium sp. TMED64	SAR11	IIb
path:map01120	Microbial metabolism in diverse environments	12/25	116/724	0.000137285	0.001372853	0.001011576	MED605_01060	12	MED605	K00001,K12904,K18120	alcohol dehydrogenase	MED605_52	14932	16050	PPDH	PF00465	1.1E-60	+	2024849	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIb;Pelagibacterales bacterium sp. TMED64	SAR11	IIb
path:map01120	Microbial metabolism in diverse environments	12/25	116/724	0.000137285	0.001372853	0.001011576	MED605_01062	12	MED605	K00860	Adenylylsulfate kinase	MED605_52	17438	17953	NA	NA	NA	+	2024849	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIb;Pelagibacterales bacterium sp. TMED64	SAR11	IIb
path:map00520	Amino sugar and nucleotide sugar metabolism	10/25	67/724	2.54342E-05	0.000508685	0.00037482	MED605_01063	10	MED605	K13010	DegT DnrJ EryC1 StrS aminotransferase	MED605_52	17960	19072	NA	NA	NA	+	2024849	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIb;Pelagibacterales bacterium sp. TMED64	SAR11	IIb
path:map00520	Amino sugar and nucleotide sugar metabolism	10/25	67/724	2.54342E-05	0.000508685	0.00037482	MED605_01064	10	MED605	K01654,K15898,K18430	synthase	MED605_52	19088	20149	NA	NA	NA	+	2024849	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIb;Pelagibacterales bacterium sp. TMED64	SAR11	IIb
path:map00520	Amino sugar and nucleotide sugar metabolism	10/25	67/724	2.54342E-05	0.000508685	0.00037482	MED605_01067	10	MED605	K01711	Gdp-mannose 4,6-dehydratase	MED605_52	21614	22639	NA	NA	NA	+	2024849	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIb;Pelagibacterales bacterium sp. TMED64	SAR11	IIb
path:map00520	Amino sugar and nucleotide sugar metabolism	10/25	67/724	2.54342E-05	0.000508685	0.00037482	MED605_01068	10	MED605	K00983,K18431	Cytidylyltransferase	MED605_52	22629	23315	NA	NA	NA	+	2024849	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIb;Pelagibacterales bacterium sp. TMED64	SAR11	IIb
path:map00520	Amino sugar and nucleotide sugar metabolism	8/14	68/680	1.24198E-05	0.000149038	0.000130735	TMED64_01244	8	TMED64	K01654	synthase	TMED64_61	170	1237	NA	NA	NA	+	1986830	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIb;Pelagibacterales bacterium sp. TMED64	SAR11	IIb
path:map00520	Amino sugar and nucleotide sugar metabolism	8/14	68/680	1.24198E-05	0.000149038	0.000130735	TMED64_01246	8	TMED64	K13010,K15895	DegT DnrJ EryC1 StrS aminotransferase	TMED64_61	1877	3919	NA	NA	NA	-	1986830	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIb;Pelagibacterales bacterium sp. TMED64	SAR11	IIb
path:map00520	Amino sugar and nucleotide sugar metabolism	8/14	68/680	1.24198E-05	0.000149038	0.000130735	TMED64_01253	8	TMED64	K01654,K15898,K18430	synthase	TMED64_61	9659	10681	NA	NA	NA	+	1986830	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIb;Pelagibacterales bacterium sp. TMED64	SAR11	IIb
path:map00520	Amino sugar and nucleotide sugar metabolism	8/14	68/680	1.24198E-05	0.000149038	0.000130735	TMED64_01254	8	TMED64	K15894	polysaccharide biosynthesis protein	TMED64_61	10690	11703	NA	NA	NA	+	1986830	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIb;Pelagibacterales bacterium sp. TMED64	SAR11	IIb
path:map00520	Amino sugar and nucleotide sugar metabolism	8/14	68/680	1.24198E-05	0.000149038	0.000130735	TMED64_01261	8	TMED64	K13010	DegT DnrJ EryC1 StrS aminotransferase	TMED64_61	17960	19072	NA	NA	NA	+	1986830	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIb;Pelagibacterales bacterium sp. TMED64	SAR11	IIb
path:map00520	Amino sugar and nucleotide sugar metabolism	8/14	68/680	1.24198E-05	0.000149038	0.000130735	TMED64_01262	8	TMED64	K01654,K15898,K18430	synthase	TMED64_61	19088	20149	NA	NA	NA	+	1986830	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIb;Pelagibacterales bacterium sp. TMED64	SAR11	IIb
path:map00520	Amino sugar and nucleotide sugar metabolism	8/14	68/680	1.24198E-05	0.000149038	0.000130735	TMED64_01265	8	TMED64	K01711	Gdp-mannose 4,6-dehydratase	TMED64_61	21614	22639	NA	NA	NA	+	1986830	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIb;Pelagibacterales bacterium sp. TMED64	SAR11	IIb
path:map00520	Amino sugar and nucleotide sugar metabolism	8/14	68/680	1.24198E-05	0.000149038	0.000130735	TMED64_01266	8	TMED64	K00983,K18431	Cytidylyltransferase	TMED64_61	22629	23315	NA	NA	NA	+	1986830	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIb;Pelagibacterales bacterium sp. TMED64	SAR11	IIb
