user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	aa_percent	translation_table	red_value	warnings
AG-414-B09	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus brevis	GCF_000812185.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus brevis	96.14	0.87	GCF_000812185.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus brevis	96.14	0.87	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_001510295.1, s__Nitrosopelagicus sp001510295, 95.0, 86.62, 0.6; GCA_001627235.1, s__Nitrosopelagicus sp001627235, 95.0, 85.58, 0.63; GCA_002698885.1, s__Nitrosopelagicus sp002698885, 95.0, 78.01, 0.35	70.3	11	N/A	N/A
AG-343-C14	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR9;g__GCA-2688265;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR9;g__;s__	taxonomic novelty determined using RED	N/A	N/A	62.82	11	0.8813064422013867	N/A
AH-326-A19	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	taxonomic classification fully defined by topology	N/A	N/A	13.52	11	0.9995811553938431	N/A
AH-287-M04	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	N/A	N/A	N/A	N/A	N/A	GCA_001628485.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp001628485	93.02	0.82	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	taxonomic classification defined by topology and ANI	N/A	GCA_001629235.1, s__MGIIb-O3 sp001629235, 95.0, 91.82, 0.84; GCA_001629255.1, s__MGIIb-O3 sp001629255, 95.0, 90.47, 0.8; GCA_002697065.1, s__MGIIb-O3 sp002697065, 95.0, 82.02, 0.7; GCA_002723045.1, s__MGIIb-O3 sp002723045, 95.0, 79.49, 0.32; GCA_003602515.1, s__MGIIb-O3 sp003602515, 95.0, 78.64, 0.26; GCA_002506755.1, s__MGIIb-O3 sp002506755, 95.0, 78.46, 0.14; GCA_002720055.1, s__MGIIb-O3 sp002720055, 95.0, 78.31, 0.18; GCA_002683155.1, s__MGIIb-O3 sp002683155, 95.0, 78.12, 0.23; GCA_004195615.1, s__MGIIb-O3 sp004195615, 95.0, 77.94, 0.23; GCA_002457155.1, s__MGIIb-O3 sp002457155, 95.0, 77.92, 0.29; GCA_002730445.1, s__MGIIb-O3 sp002730445, 95.0, 77.69, 0.15; GCA_002716085.1, s__MGIIb-O3 sp002716085, 95.0, 77.65, 0.2; GCA_002718695.1, s__MGIIb-O3 sp002718695, 95.0, 77.37, 0.17; GCA_002713185.1, s__MGIIb-O3 sp002713185, 95.0, 77.34, 0.15; GCA_002725315.1, s__MGIIb-O3 sp002725315, 95.0, 77.09, 0.16	76.62	11	0.9978606318027451	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-414-C11	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	N/A	N/A	N/A	N/A	N/A	GCA_001629235.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp001629235	97.33	0.63	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	taxonomic classification defined by topology and ANI	N/A	GCA_001628485.1, s__MGIIb-O3 sp001628485, 95.0, 93.62, 0.78; GCA_001629255.1, s__MGIIb-O3 sp001629255, 95.0, 92.31, 0.78; GCA_002697065.1, s__MGIIb-O3 sp002697065, 95.0, 83.65, 0.5; GCA_002723045.1, s__MGIIb-O3 sp002723045, 95.0, 80.04, 0.27; GCA_002457155.1, s__MGIIb-O3 sp002457155, 95.0, 78.41, 0.3; GCA_003602515.1, s__MGIIb-O3 sp003602515, 95.0, 78.24, 0.34; GCA_004195615.1, s__MGIIb-O3 sp004195615, 95.0, 77.81, 0.29	42.64	11	0.99826528194548	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-343-I09	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	N/A	N/A	N/A	N/A	N/A	GCA_001629235.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp001629235	94.77	0.57	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	taxonomic classification defined by topology and ANI	N/A	GCA_001628485.1, s__MGIIb-O3 sp001628485, 95.0, 92.74, 0.73; GCA_001629255.1, s__MGIIb-O3 sp001629255, 95.0, 91.45, 0.66; GCA_002697065.1, s__MGIIb-O3 sp002697065, 95.0, 84.17, 0.47; GCA_002723045.1, s__MGIIb-O3 sp002723045, 95.0, 80.32, 0.24; GCA_002457155.1, s__MGIIb-O3 sp002457155, 95.0, 79.14, 0.27; GCA_003602515.1, s__MGIIb-O3 sp003602515, 95.0, 78.81, 0.31; GCA_002720055.1, s__MGIIb-O3 sp002720055, 95.0, 78.68, 0.1; GCA_002716085.1, s__MGIIb-O3 sp002716085, 95.0, 78.33, 0.23; GCA_004195615.1, s__MGIIb-O3 sp004195615, 95.0, 78.24, 0.26; GCA_002725315.1, s__MGIIb-O3 sp002725315, 95.0, 77.75, 0.18	31.75	11	0.9978195304858528	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-343-E18	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	N/A	N/A	N/A	N/A	N/A	GCA_001629235.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp001629235	94.95	0.66	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	taxonomic classification defined by topology and ANI	N/A	GCA_001628485.1, s__MGIIb-O3 sp001628485, 95.0, 92.49, 0.72; GCA_001629255.1, s__MGIIb-O3 sp001629255, 95.0, 91.18, 0.66; GCA_002697065.1, s__MGIIb-O3 sp002697065, 95.0, 83.09, 0.47	28.18	11	0.9967278267705643	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-461-N02	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	N/A	N/A	N/A	N/A	N/A	GCA_001629255.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp001629255	87.29	0.67	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	taxonomic classification defined by topology and ANI	N/A	GCA_001629235.1, s__MGIIb-O3 sp001629235, 95.0, 89.19, 0.55; GCA_001628485.1, s__MGIIb-O3 sp001628485, 95.0, 88.49, 0.75; GCA_002697065.1, s__MGIIb-O3 sp002697065, 95.0, 83.75, 0.43; GCA_002720055.1, s__MGIIb-O3 sp002720055, 95.0, 79.32, 0.11; GCA_003602515.1, s__MGIIb-O3 sp003602515, 95.0, 79.31, 0.29; GCA_002457155.1, s__MGIIb-O3 sp002457155, 95.0, 79.11, 0.29; GCA_004195615.1, s__MGIIb-O3 sp004195615, 95.0, 78.4, 0.29; GCA_002716085.1, s__MGIIb-O3 sp002716085, 95.0, 78.12, 0.2	29.35	11	0.9959229336430482	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-457-A01	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	N/A	N/A	N/A	N/A	N/A	GCA_001629255.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp001629255	93.27	0.73	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	taxonomic classification defined by topology and ANI	N/A	GCA_001629235.1, s__MGIIb-O3 sp001629235, 95.0, 93.32, 0.72; GCA_001628485.1, s__MGIIb-O3 sp001628485, 95.0, 92.48, 0.77; GCA_002697065.1, s__MGIIb-O3 sp002697065, 95.0, 82.9, 0.6; GCA_002723045.1, s__MGIIb-O3 sp002723045, 95.0, 80.38, 0.27; GCA_003602515.1, s__MGIIb-O3 sp003602515, 95.0, 78.59, 0.23; GCA_002720055.1, s__MGIIb-O3 sp002720055, 95.0, 78.25, 0.16; GCA_002457155.1, s__MGIIb-O3 sp002457155, 95.0, 78.1, 0.25; GCA_002716085.1, s__MGIIb-O3 sp002716085, 95.0, 77.78, 0.19; GCA_002718695.1, s__MGIIb-O3 sp002718695, 95.0, 77.61, 0.16; GCA_002506755.1, s__MGIIb-O3 sp002506755, 95.0, 77.49, 0.16; GCA_004195615.1, s__MGIIb-O3 sp004195615, 95.0, 77.44, 0.26; GCA_002725315.1, s__MGIIb-O3 sp002725315, 95.0, 77.09, 0.14	54.72	11	0.9955845491042781	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-899-E10	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	taxonomic classification fully defined by topology	N/A	N/A	10.93	11	0.9952545272580214	Genome domain questionable ( 2.5% Bacterial, 11.5% Archaeal)
AG-422-I18	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	taxonomic classification defined by topology and ANI	N/A	GCA_001629235.1, s__MGIIb-O3 sp001629235, 95.0, 94.37, 0.69; GCA_001628485.1, s__MGIIb-O3 sp001628485, 95.0, 92.99, 0.78; GCA_001629255.1, s__MGIIb-O3 sp001629255, 95.0, 91.04, 0.69; GCA_002697065.1, s__MGIIb-O3 sp002697065, 95.0, 83.81, 0.55; GCA_002723045.1, s__MGIIb-O3 sp002723045, 95.0, 79.79, 0.3; GCA_003602515.1, s__MGIIb-O3 sp003602515, 95.0, 78.75, 0.31; GCA_002457155.1, s__MGIIb-O3 sp002457155, 95.0, 78.3, 0.26; GCA_002506755.1, s__MGIIb-O3 sp002506755, 95.0, 78.24, 0.13; GCA_002720055.1, s__MGIIb-O3 sp002720055, 95.0, 77.89, 0.15; GCA_004195615.1, s__MGIIb-O3 sp004195615, 95.0, 77.75, 0.29; GCA_002716085.1, s__MGIIb-O3 sp002716085, 95.0, 77.75, 0.19; GCA_002725315.1, s__MGIIb-O3 sp002725315, 95.0, 77.54, 0.17; GCA_002683155.1, s__MGIIb-O3 sp002683155, 95.0, 77.53, 0.2; GCA_002718695.1, s__MGIIb-O3 sp002718695, 95.0, 76.95, 0.16	52.75	11	0.9926271322386703	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-422-I20	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	taxonomic classification defined by topology and ANI	N/A	GCA_001628485.1, s__MGIIb-O3 sp001628485, 95.0, 89.47, 0.7; GCA_001629235.1, s__MGIIb-O3 sp001629235, 95.0, 89.13, 0.64; GCA_001629255.1, s__MGIIb-O3 sp001629255, 95.0, 87.67, 0.63; GCA_002697065.1, s__MGIIb-O3 sp002697065, 95.0, 82.16, 0.53; GCA_002723045.1, s__MGIIb-O3 sp002723045, 95.0, 79.48, 0.2; GCA_003602515.1, s__MGIIb-O3 sp003602515, 95.0, 78.74, 0.24; GCA_002720055.1, s__MGIIb-O3 sp002720055, 95.0, 78.6, 0.16; GCA_002457155.1, s__MGIIb-O3 sp002457155, 95.0, 78.15, 0.22; GCA_002716085.1, s__MGIIb-O3 sp002716085, 95.0, 77.88, 0.2; GCA_002713185.1, s__MGIIb-O3 sp002713185, 95.0, 77.81, 0.14; GCA_002725315.1, s__MGIIb-O3 sp002725315, 95.0, 77.79, 0.15; GCA_004195615.1, s__MGIIb-O3 sp004195615, 95.0, 77.76, 0.24; GCA_002506755.1, s__MGIIb-O3 sp002506755, 95.0, 77.75, 0.15; GCA_002718695.1, s__MGIIb-O3 sp002718695, 95.0, 77.33, 0.14	53.96	11	0.990228389953383	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-365-N06	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	N/A	N/A	N/A	N/A	N/A	GCA_002697065.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp002697065	96.99	0.57	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	taxonomic classification defined by topology and ANI	N/A	GCA_001629235.1, s__MGIIb-O3 sp001629235, 95.0, 86.16, 0.65; GCA_001628485.1, s__MGIIb-O3 sp001628485, 95.0, 85.3, 0.68; GCA_001629255.1, s__MGIIb-O3 sp001629255, 95.0, 84.86, 0.67	14.7	11	0.997517991567359	Genome domain questionable ( 6.7% Bacterial, 15.6% Archaeal)
AG-422-I22	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	N/A	N/A	N/A	N/A	N/A	GCA_002506755.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp002506755	91.65	0.76	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002716085.1, s__MGIIb-O3 sp002716085, 95.0, 77.21, 0.17	56.77	11	0.9921226903758409	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-365-G18	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	N/A	N/A	N/A	N/A	N/A	GCA_002506755.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp002506755	92.02	0.76	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	taxonomic classification defined by topology and ANI	N/A	N/A	21.92	11	0.991239792144591	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-404-F07	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	N/A	N/A	N/A	N/A	N/A	GCA_002716085.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp002716085	93.99	0.86	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002506755.1, s__MGIIb-O3 sp002506755, 95.0, 78.08, 0.15; GCA_002718695.1, s__MGIIb-O3 sp002718695, 95.0, 78.01, 0.2; GCA_001628485.1, s__MGIIb-O3 sp001628485, 95.0, 77.99, 0.19; GCA_004195615.1, s__MGIIb-O3 sp004195615, 95.0, 77.68, 0.19; GCA_001629255.1, s__MGIIb-O3 sp001629255, 95.0, 77.48, 0.17; GCA_002713185.1, s__MGIIb-O3 sp002713185, 95.0, 77.42, 0.13; GCA_003602515.1, s__MGIIb-O3 sp003602515, 95.0, 77.37, 0.19; GCA_002457155.1, s__MGIIb-O3 sp002457155, 95.0, 77.36, 0.21; GCA_002725315.1, s__MGIIb-O3 sp002725315, 95.0, 77.33, 0.18; GCA_002720055.1, s__MGIIb-O3 sp002720055, 95.0, 77.21, 0.16; GCA_001629235.1, s__MGIIb-O3 sp001629235, 95.0, 77.21, 0.2	64.95	11	0.9912501153627968	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-365-E23	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	N/A	N/A	N/A	N/A	N/A	GCA_002728565.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp002728565	92.84	0.74	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	taxonomic classification defined by topology and ANI	N/A	N/A	45.39	11	0.991731993198147	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-430-D09	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	N/A	N/A	N/A	N/A	N/A	GCA_002728565.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp002728565	92.55	0.7	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	taxonomic classification defined by topology and ANI	N/A	N/A	21.92	11	0.9659439392424505	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-453-B17	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	N/A	N/A	N/A	N/A	N/A	GCA_002172375.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp002172375	96.93	0.64	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002712575.1, s__MGIIb-O3 sp002712575, 95.0, 89.69, 0.7; GCA_002719615.1, s__MGIIb-O3 sp002719615, 95.0, 89.18, 0.83; GCA_003602595.1, s__MGIIb-O3 sp003602595, 95.0, 89.07, 0.7; GCA_002731195.1, s__MGIIb-O3 sp002731195, 95.0, 82.45, 0.61; GCA_002457145.1, s__MGIIb-O3 sp002457145, 95.0, 80.54, 0.61; GCA_002503285.1, s__MGIIb-O3 sp002503285, 95.0, 78.27, 0.1	26.91	11	0.9951074496522565	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-325-O07	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002501805.1, s__MGIIb-O5 sp002501805, 95.0, 88.36, 0.84; GCA_002502095.1, s__MGIIb-O5 sp002502095, 95.0, 87.77, 0.86; GCA_002499865.1, s__MGIIb-O5 sp002499865, 95.0, 87.46, 0.77; GCA_002499325.1, s__MGIIb-O5 sp002499325, 95.0, 86.18, 0.68; GCA_002506825.1, s__MGIIb-O5 sp002506825, 95.0, 80.19, 0.68; GCA_002499345.1, s__MGIIb-O5 sp002499345, 95.0, 80.12, 0.53; GCA_002501605.1, s__MGIIb-O5 sp002501605, 95.0, 78.9, 0.3; GCA_002505775.1, s__MGIIb-O5 sp002505775, 95.0, 78.35, 0.28; GCA_002730095.1, s__MGIIb-O5 sp002730095, 95.0, 77.96, 0.28; GCA_002496725.1, s__MGIIb-O5 sp002496725, 95.0, 77.68, 0.27	50.74	11	0.9883655642532293	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-464-B22	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__Thalassarchaeum;s__	N/A	N/A	N/A	N/A	N/A	GCA_002507125.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__Thalassarchaeum;s__Thalassarchaeum sp002507125	92.24	0.57	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__Thalassarchaeum;s__	taxonomic classification defined by topology and ANI	N/A	GCA_003193925.1, s__Thalassarchaeum betae, 95.0, 83.12, 0.72; GCA_004195715.1, s__Thalassarchaeum sp004195715, 95.0, 79.41, 0.52; GCA_002457605.1, s__Thalassarchaeum sp002457605, 95.0, 79.39, 0.37; GCA_002495735.1, s__Thalassarchaeum sp002495735, 95.0, 79.19, 0.39; GCA_002505325.1, s__Thalassarchaeum sp002505325, 95.0, 78.84, 0.36	35.77	11	0.983637245625309	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-426-F16	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__Thalassarchaeum;s__	N/A	N/A	N/A	N/A	N/A	GCA_002501885.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__Thalassarchaeum;s__Thalassarchaeum sp002501885	98.13	0.13	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__Thalassarchaeum;s__	taxonomic classification defined by topology and ANI	N/A	N/A	11.44	11	0.999996790769563	Genome domain questionable ( 4.2% Bacterial, 12.3% Archaeal)
AG-464-K16	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__Thalassarchaeum;s__	N/A	N/A	N/A	N/A	N/A	GCA_002698225.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__Thalassarchaeum;s__Thalassarchaeum sp002698225	85.08	0.67	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__Thalassarchaeum;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002714745.1, s__Thalassarchaeum sp002714745, 95.0, 81.52, 0.61; GCA_002727275.1, s__Thalassarchaeum sp002727275, 95.0, 80.31, 0.58; GCA_002503055.1, s__Thalassarchaeum sp002503055, 95.0, 78.79, 0.55; GCA_002501885.1, s__Thalassarchaeum sp002501885, 95.0, 78.68, 0.48; GCA_004195715.1, s__Thalassarchaeum sp004195715, 95.0, 78.13, 0.33; GCA_003193925.1, s__Thalassarchaeum betae, 95.0, 76.98, 0.31	28.92	11	0.9731177184295612	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-313-O19	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002498985.1, s__MGIIb-O2 sp002498985, 95.0, 95.61, 0.62; GCA_002730775.1, s__MGIIb-O2 sp002730775, 95.0, 94.99, 0.7; GCA_002685315.1, s__MGIIb-O2 sp002685315, 95.0, 94.73, 0.52; GCA_002495525.1, s__MGIIb-O2 sp002495525, 95.0, 87.27, 0.84; GCA_002497245.1, s__MGIIb-O2 sp002497245, 95.0, 83.04, 0.82; GCA_002504905.1, s__MGIIb-O2 sp002504905, 95.0, 81.37, 0.8; GCA_002686525.1, s__MGIIb-O2 sp002686525, 95.0, 79.97, 0.59; GCA_002494975.1, s__MGIIb-O2 sp002494975, 95.0, 78.31, 0.38	27.89	11	0.992129570754717	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-447-I14	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__	N/A	N/A	N/A	N/A	N/A	GCA_002497245.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__MGIIb-O2 sp002497245	88.43	0.82	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002504905.1, s__MGIIb-O2 sp002504905, 95.0, 83.7, 0.79; GCA_002495525.1, s__MGIIb-O2 sp002495525, 95.0, 83.34, 0.73; GCA_002498985.1, s__MGIIb-O2 sp002498985, 95.0, 83.22, 0.7; GCA_002685315.1, s__MGIIb-O2 sp002685315, 95.0, 82.97, 0.61; GCA_002730775.1, s__MGIIb-O2 sp002730775, 95.0, 82.28, 0.53; GCA_002686525.1, s__MGIIb-O2 sp002686525, 95.0, 80.09, 0.58; GCA_002494975.1, s__MGIIb-O2 sp002494975, 95.0, 78.33, 0.37	59.74	11	0.9861550526042654	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
