genome_id	contig_id	start	end
AG_355_J09	AG_355_J09_c	1067468	1113413
AG_355_J17	AG_355_J17_c	297283	357988
AG_355_J17	AG_355_J17_c	862116	879240
AG_355_J17	AG_355_J17_c	906783	959785
AG_355_J17	AG_355_J17_c	966679	970863
AG_355_J17	AG_355_J17_c	1049402	1116569
AG_355_J17	AG_355_J17_c	1212299	1217580
AG_355_J17	AG_355_J17_c	1342271	1356276
AG_355_J21	AG_355_J21_c	332440	338078
AG_355_J21	AG_355_J21_c	342812	355946
AG_355_J21	AG_355_J21_c	862091	882864
AG_355_J21	AG_355_J21_c	904046	950810
AG_355_J21	AG_355_J21_c	957017	1106157
AG_355_J21	AG_355_J21_c	1119999	1136410
AG_355_J21	AG_355_J21_c	1157527	1222203
AG_355_J21	AG_355_J21_c	1308995	1352957
AG_355_J23	AG_355_J23_c	127718	136194
AG_355_J23	AG_355_J23_c	1335897	1375696
AG_355_J23	AG_355_J23_c	324561	384127
AG_355_J23	AG_355_J23_c	654269	698974
AG_355_J23	AG_355_J23_c	759252	783918
AG_355_J23	AG_355_J23_c	871683	894551
AG_355_J23	AG_355_J23_c	922865	939889
AG_355_J23	AG_355_J23_c	1012706	1098706
AG_355_J23	AG_355_J23_c	1123243	1134525
AG_355_J23	AG_355_J23_c	1155545	1245718
AG_355_K03	AG_355_K03_c	333906	381735
AG_355_K03	AG_355_K03_c	627303	654588
AG_355_K03	AG_355_K03_c	677800	682861
AG_355_K03	AG_355_K03_c	752280	776860
AG_355_K03	AG_355_K03_c	864762	884369
AG_355_K03	AG_355_K03_c	913000	962671
AG_355_K03	AG_355_K03_c	1055816	1072497
AG_355_K03	AG_355_K03_c	1331124	1377003
AG_355_K10	AG_355_K10_c	752424	777003
AG_355_K10	AG_355_K10_c	926337	929795
AG_355_K10	AG_355_K10_c	1041172	1098728
AG_355_K10	AG_355_K10_c	1123366	1134579
AG_355_K10	AG_355_K10_c	1342138	1377560
AG_355_K13	AG_355_K13_c	334642	357230
AG_355_K13	AG_355_K13_c	913088	951526
AG_355_K13	AG_355_K13_c	957732	962632
AG_355_K13	AG_355_K13_c	1156190	1239293
AG_355_K13	AG_355_K13_c	1321946	1385143
AG_355_K15	AG_355_K15_c	51134	58615
AG_355_K15	AG_355_K15_c	1312059	1367995
AG_355_K15	AG_355_K15_c	338717	347605
AG_355_K15	AG_355_K15_c	625905	687943
AG_355_K15	AG_355_K15_c	749486	774188
AG_355_K15	AG_355_K15_c	861900	881584
AG_355_K15	AG_355_K15_c	917730	949014
AG_355_K15	AG_355_K15_c	955369	960267
AG_355_K15	AG_355_K15_c	1085097	1115013
AG_355_K15	AG_355_K15_c	1139553	1144907
AG_355_K20	AG_355_K20_c	317625	352321
AG_355_K20	AG_355_K20_c	1312317	1355740
AG_355_K20	AG_355_K20_c	375780	387188
AG_355_K20	AG_355_K20_c	626003	668601
AG_355_K20	AG_355_K20_c	749448	774183
AG_355_K20	AG_355_K20_c	862026	881559
AG_355_K20	AG_355_K20_c	910104	948877
AG_355_K20	AG_355_K20_c	955084	959971
AG_355_K20	AG_355_K20_c	1043834	1105858
AG_355_K20	AG_355_K20_c	1159247	1222106
AG_355_K23	AG_355_K23_c	325739	351146
AG_355_K23	AG_355_K23_c	1321656	1367691
AG_355_K23	AG_355_K23_c	622564	687883
AG_355_K23	AG_355_K23_c	752153	819237
AG_355_K23	AG_355_K23_c	861932	881579
AG_355_K23	AG_355_K23_c	909905	949213
AG_355_K23	AG_355_K23_c	955717	966431
AG_355_K23	AG_355_K23_c	1074682	1107533
AG_355_K23	AG_355_K23_c	1139960	1144462
AG_355_K23	AG_355_K23_c	1181734	1221907
AG_355_L02	AG_355_L02_c	35460	51262
AG_355_L02	AG_355_L02_c	1217058	1367994
AG_355_L02	AG_355_L02_c	332200	337635
AG_355_L02	AG_355_L02_c	344575	408366
AG_355_L02	AG_355_L02_c	616391	618966
AG_355_L02	AG_355_L02_c	670345	713141
AG_355_L02	AG_355_L02_c	775341	792884
AG_355_L02	AG_355_L02_c	862081	881768
AG_355_L02	AG_355_L02_c	910094	949319
AG_355_L02	AG_355_L02_c	1081016	1114263
AG_355_L20	AG_355_L20_c	323553	349960
AG_355_L20	AG_355_L20_c	1321690	1367676
AG_355_L20	AG_355_L20_c	599044	602217
AG_355_L20	AG_355_L20_c	626285	688387
AG_355_L20	AG_355_L20_c	749473	774195
AG_355_L20	AG_355_L20_c	861894	881592
AG_355_L20	AG_355_L20_c	909923	949199
AG_355_L20	AG_355_L20_c	955375	960270
AG_355_L20	AG_355_L20_c	1082943	1115009
AG_355_L20	AG_355_L20_c	1172016	1216205
AG_355_L21	AG_355_L21_c	604370	633340
AG_355_L21	AG_355_L21_c	932448	949987
AG_355_L21	AG_355_L21_c	956611	961505
AG_355_L21	AG_355_L21_c	1008442	1215633
AG_355_L21	AG_355_L21_c	1325416	1352816
AG_355_L22	AG_355_L22_c	596105	601431
AG_355_L22	AG_355_L22_c	623032	694282
AG_355_L22	AG_355_L22_c	749451	774154
AG_355_L22	AG_355_L22_c	839206	881579
AG_355_L22	AG_355_L22_c	910077	949216
AG_355_L22	AG_355_L22_c	955423	960322
AG_355_L22	AG_355_L22_c	1065078	1115416
AG_355_L22	AG_355_L22_c	1172103	1222025
AG_355_L22	AG_355_L22_c	1312048	1362616
AG_355_M02	AG_355_M02_c	317852	323283
AG_355_M02	AG_355_M02_c	1311370	1351445
AG_355_M02	AG_355_M02_c	330128	355539
AG_355_M02	AG_355_M02_c	622312	689863
AG_355_M02	AG_355_M02_c	752059	775381
AG_355_M02	AG_355_M02_c	861929	881579
AG_355_M02	AG_355_M02_c	909899	949220
AG_355_M02	AG_355_M02_c	955394	960292
AG_355_M02	AG_355_M02_c	1076303	1113435
AG_355_M02	AG_355_M02_c	1166782	1222654
AG_355_M18	AG_355_M18_c	25810	56440
AG_355_M18	AG_355_M18_c	1071555	1106657
AG_355_M18	AG_355_M18_c	1126729	1139649
AG_355_M18	AG_355_M18_c	1167140	1197254
AG_355_M18	AG_355_M18_c	1318513	1353310
AG_355_M18	AG_355_M18_c	1492745	1503097
AG_355_M18	AG_355_M18_c	317002	355013
AG_355_M18	AG_355_M18_c	606834	615567
AG_355_M18	AG_355_M18_c	640382	690429
AG_355_M18	AG_355_M18_c	751642	775470
AG_355_M18	AG_355_M18_c	863213	877421
AG_355_M18	AG_355_M18_c	919040	950435
AG_355_M18	AG_355_M18_c	956618	961517
AG_355_M18	AG_355_M18_c	1016623	1063491
AG_355_N02	AG_355_N02_c	332987	360663
AG_355_N02	AG_355_N02_c	1335897	1377548
AG_355_N02	AG_355_N02_c	625046	636138
AG_355_N02	AG_355_N02_c	660956	690913
AG_355_N02	AG_355_N02_c	752279	776995
AG_355_N02	AG_355_N02_c	863224	884411
AG_355_N02	AG_355_N02_c	912795	946593
AG_355_N02	AG_355_N02_c	1022610	1105191
AG_355_N02	AG_355_N02_c	1129066	1150910
AG_355_N02	AG_355_N02_c	1174756	1243630
AG_355_N16	AG_355_N16_c	325745	366753
AG_355_N16	AG_355_N16_c	1327102	1374160
AG_355_N16	AG_355_N16_c	481511	499661
AG_355_N16	AG_355_N16_c	524856	570738
AG_355_N16	AG_355_N16_c	735938	776560
AG_355_N16	AG_355_N16_c	837740	862449
AG_355_N16	AG_355_N16_c	973336	1002642
AG_355_N16	AG_355_N16_c	1008868	1013767
AG_355_N16	AG_355_N16_c	1087156	1103418
AG_355_N16	AG_355_N16_c	1154667	1236573
AG_355_N18	AG_355_N18_c	41712	46762
AG_355_N18	AG_355_N18_c	933097	1003010
AG_355_N18	AG_355_N18_c	1056559	1149180
AG_355_N18	AG_355_N18_c	1171121	1184746
AG_355_N18	AG_355_N18_c	1210949	1239803
AG_355_N18	AG_355_N18_c	1331806	1387161
AG_355_N18	AG_355_N18_c	94765	102510
AG_355_N18	AG_355_N18_c	289388	295027
AG_355_N18	AG_355_N18_c	301661	364871
AG_355_N18	AG_355_N18_c	578862	581433
AG_355_N18	AG_355_N18_c	603746	637442
AG_355_N18	AG_355_N18_c	661920	710467
AG_355_N18	AG_355_N18_c	772766	797501
AG_355_N18	AG_355_N18_c	885221	904924
AG_355_N21	AG_355_N21_c	322366	363610
AG_355_N22	AG_355_N22_c	625492	650994
AG_355_N22	AG_355_N22_c	1312059	1361659
AG_355_N22	AG_355_N22_c	657123	689597
AG_355_N22	AG_355_N22_c	750677	775351
AG_355_N22	AG_355_N22_c	863115	882799
AG_355_N22	AG_355_N22_c	910013	949219
AG_355_N22	AG_355_N22_c	955395	960294
AG_355_N22	AG_355_N22_c	1038824	1082847
AG_355_N22	AG_355_N22_c	1120558	1130792
AG_355_N22	AG_355_N22_c	1152023	1221887
AG_355_N23	AG_355_N23_c	751659	774184
AG_355_N23	AG_355_N23_c	1043043	1182347
AG_355_O17	AG_355_O17_c	319107	356623
AG_355_O17	AG_355_O17_c	1339393	1368233
AG_355_O17	AG_355_O17_c	602393	606000
AG_355_O17	AG_355_O17_c	645087	688591
AG_355_O17	AG_355_O17_c	749467	774183
AG_355_O17	AG_355_O17_c	861942	881585
AG_355_O17	AG_355_O17_c	910109	948607
AG_355_O17	AG_355_O17_c	954814	959714
AG_355_O17	AG_355_O17_c	1038790	1113229
AG_355_O17	AG_355_O17_c	1166558	1238805
AG_355_O19	AG_355_O19_c	123101	127497
AG_355_O19	AG_355_O19_c	490946	512379
AG_355_O19	AG_355_O19_c	620130	1018737
AG_355_O19	AG_355_O19_c	1139269	1151131
AG_355_O19	AG_355_O19_c	1281647	1287134
AG_355_O19	AG_355_O19_c	1312062	1368308
AG_355_P07	AG_355_P07_c	332278	354701
AG_355_P07	AG_355_P07_c	1297111	1352635
AG_355_P07	AG_355_P07_c	619951	636984
AG_355_P07	AG_355_P07_c	661805	691416
AG_355_P07	AG_355_P07_c	757598	775445
AG_355_P07	AG_355_P07_c	863165	882884
AG_355_P07	AG_355_P07_c	907102	938454
AG_355_P07	AG_355_P07_c	944959	961542
AG_355_P07	AG_355_P07_c	1042272	1112851
AG_355_P07	AG_355_P07_c	1168825	1202555
AG_355_P11	AG_355_P11_c	325913	357544
AG_355_P11	AG_355_P11_c	1312484	1373206
AG_355_P11	AG_355_P11_c	625993	688382
AG_355_P11	AG_355_P11_c	750689	774180
AG_355_P11	AG_355_P11_c	861281	880933
AG_355_P11	AG_355_P11_c	909123	964381
AG_355_P11	AG_355_P11_c	970588	975488
AG_355_P11	AG_355_P11_c	1058858	1098381
AG_355_P11	AG_355_P11_c	1118435	1129699
AG_355_P11	AG_355_P11_c	1155965	1222450
AG_355_P15	AG_355_P15_c	332432	354985
AG_355_P15	AG_355_P15_c	376161	395873
AG_355_P15	AG_355_P15_c	657183	753078
AG_355_P15	AG_355_P15_c	905747	961504
AG_355_P15	AG_355_P15_c	1040076	1060568
AG_355_P15	AG_355_P15_c	1072635	1106783
AG_355_P15	AG_355_P15_c	1162443	1213006
AG_355_P15	AG_355_P15_c	1301222	1349727
AG_355_P16	AG_355_P16_c	324890	349658
AG_355_P16	AG_355_P16_c	364468	369955
AG_355_P16	AG_355_P16_c	635189	664764
AG_355_P16	AG_355_P16_c	751013	775447
AG_355_P16	AG_355_P16_c	863234	882880
AG_355_P16	AG_355_P16_c	911410	961511
AG_355_P16	AG_355_P16_c	1040823	1106257
AG_355_P16	AG_355_P16_c	1163137	1207360
AG_355_P16	AG_355_P16_c	1309305	1359411
AG_355_P18	AG_355_P18_c	35603	43665
AG_355_P18	AG_355_P18_c	1129074	1143306
AG_355_P18	AG_355_P18_c	1164365	1216155
AG_355_P18	AG_355_P18_c	1318310	1354563
AG_355_P18	AG_355_P18_c	317081	322781
AG_355_P18	AG_355_P18_c	329343	355131
AG_355_P18	AG_355_P18_c	606843	633340
AG_355_P18	AG_355_P18_c	656166	692193
AG_355_P18	AG_355_P18_c	753119	777821
AG_355_P18	AG_355_P18_c	911200	950837
AG_355_P18	AG_355_P18_c	956600	961499
AG_355_P18	AG_355_P18_c	1040035	1101807
AG_355_P23	AG_355_P23_c	342704	357564
AG_355_P23	AG_355_P23_c	626749	635969
AG_355_P23	AG_355_P23_c	658314	690119
AG_355_P23	AG_355_P23_c	973218	1226066
AG_363_A05	AG_363_A05_c	327554	332993
AG_363_A05	AG_363_A05_c	868027	893807
AG_363_A05	AG_363_A05_c	912420	953259
AG_363_A05	AG_363_A05_c	959478	964374
AG_363_A05	AG_363_A05_c	1042892	1140807
AG_363_A05	AG_363_A05_c	1169886	1174458
AG_363_A05	AG_363_A05_c	1204423	1234711
AG_363_A05	AG_363_A05_c	1288710	1302227
AG_388_A01	AG_388_A01_c	126077	137441
AG_388_A01	AG_388_A01_c	1146121	1159343
AG_388_A01	AG_388_A01_c	1180431	1264087
AG_388_A01	AG_388_A01_c	1353308	1413743
AG_388_A01	AG_388_A01_c	335732	380818
AG_388_A01	AG_388_A01_c	641699	648014
AG_388_A01	AG_388_A01_c	672827	694688
AG_388_A01	AG_388_A01_c	765940	790699
AG_388_A01	AG_388_A01_c	877923	897272
AG_388_A01	AG_388_A01_c	925798	942629
AG_388_A01	AG_388_A01_c	971128	976035
AG_388_A01	AG_388_A01_c	1055445	1119991
AG_388_F11	AG_388_F11_c	297610	322246
AG_388_F11	AG_388_F11_c	379752	424481
AG_388_F11	AG_388_F11_c	635292	654634
AG_388_F11	AG_388_F11_c	679462	725328
AG_388_F11	AG_388_F11_c	786242	809847
AG_388_F11	AG_388_F11_c	911214	961429
AG_388_F11	AG_388_F11_c	1036787	1105361
AG_388_F11	AG_388_F11_c	1153158	1229121
AG_402_A04	AG_402_A04_c	332563	358594
AG_402_A04	AG_402_A04_c	610432	695776
AG_402_A04	AG_402_A04_c	730186	775450
AG_402_A04	AG_402_A04_c	863215	884490
AG_402_A04	AG_402_A04_c	950795	961520
AG_402_A04	AG_402_A04_c	1036517	1106326
AG_402_A04	AG_402_A04_c	1130867	1142144
AG_402_A04	AG_402_A04_c	1163219	1218924
AG_402_A04	AG_402_A04_c	1308970	1341014
AG_402_C22	AG_402_C22_c	333447	355159
AG_402_C22	AG_402_C22_c	658011	689795
AG_402_C22	AG_402_C22_c	863271	883013
AG_402_C22	AG_402_C22_c	955246	960144
AG_402_C22	AG_402_C22_c	1015402	1105983
AG_402_C22	AG_402_C22_c	1207638	1219673
AG_402_C22	AG_402_C22_c	1333475	1353528
AG_402_F05	AG_402_F05_c	307960	356897
AG_402_F05	AG_402_F05_c	1332477	1368303
AG_402_F05	AG_402_F05_c	1588992	1607493
AG_402_F05	AG_402_F05_c	639083	675413
AG_402_F05	AG_402_F05_c	733261	757980
AG_402_F05	AG_402_F05_c	845631	871144
AG_402_F05	AG_402_F05_c	899392	954879
AG_402_F05	AG_402_F05_c	961071	965983
AG_402_F05	AG_402_F05_c	1039115	1111805
AG_402_F05	AG_402_F05_c	1134205	1144417
AG_402_F05	AG_402_F05_c	1165331	1223856
AG_402_G23	AG_402_G23_c	316428	347598
AG_402_G23	AG_402_G23_c	620993	688597
AG_402_G23	AG_402_G23_c	860572	881578
AG_402_G23	AG_402_G23_c	949451	960293
AG_402_G23	AG_402_G23_c	1026941	1129654
AG_402_G23	AG_402_G23_c	1154363	1164069
AG_402_G23	AG_402_G23_c	1185089	1224716
AG_402_G23	AG_402_G23_c	1311380	1354606
AG_402_I23	AG_402_I23_c	332778	355424
AG_402_I23	AG_402_I23_c	1173286	1229629
AG_402_I23	AG_402_I23_c	1244338	1252170
AG_402_I23	AG_402_I23_c	1329985	1347150
AG_402_I23	AG_402_I23_c	619390	624173
AG_402_I23	AG_402_I23_c	648991	689894
AG_402_I23	AG_402_I23_c	754885	775453
AG_402_I23	AG_402_I23_c	863237	882889
AG_402_I23	AG_402_I23_c	912094	950414
AG_402_I23	AG_402_I23_c	956620	961518
AG_402_I23	AG_402_I23_c	1040024	1106261
AG_402_I23	AG_402_I23_c	1131830	1146512
AG_402_K16	AG_402_K16_c	132350	139312
AG_402_K16	AG_402_K16_c	1128146	1143792
AG_402_K16	AG_402_K16_c	1164970	1269880
AG_402_K16	AG_402_K16_c	1360753	1413742
AG_402_K16	AG_402_K16_c	1506272	1513771
AG_402_K16	AG_402_K16_c	331525	337222
AG_402_K16	AG_402_K16_c	340692	376835
AG_402_K16	AG_402_K16_c	622960	655998
AG_402_K16	AG_402_K16_c	709461	734193
AG_402_K16	AG_402_K16_c	804577	824271
AG_402_K16	AG_402_K16_c	852559	891721
AG_402_K16	AG_402_K16_c	897909	902807
AG_402_K16	AG_402_K16_c	982151	1103372
AG_402_K21	AG_402_K21_c	35447	43263
AG_402_K21	AG_402_K21_c	1059782	1144113
AG_402_K21	AG_402_K21_c	1161045	1172658
AG_402_K21	AG_402_K21_c	1195245	1269014
AG_402_K21	AG_402_K21_c	1359082	1394601
AG_402_K21	AG_402_K21_c	128240	133974
AG_402_K21	AG_402_K21_c	343577	389994
AG_402_K21	AG_402_K21_c	638950	646726
AG_402_K21	AG_402_K21_c	671536	710097
AG_402_K21	AG_402_K21_c	772504	797252
AG_402_K21	AG_402_K21_c	885028	903283
AG_402_K21	AG_402_K21_c	931601	970136
AG_402_K21	AG_402_K21_c	976327	981226
AG_402_K22	AG_402_K22_c	218740	224168
AG_402_K22	AG_402_K22_c	1161583	1211762
AG_402_K22	AG_402_K22_c	1316857	1349511
AG_402_K22	AG_402_K22_c	344516	354951
AG_402_K22	AG_402_K22_c	606866	629183
AG_402_K22	AG_402_K22_c	654148	694637
AG_402_K22	AG_402_K22_c	750802	775475
AG_402_K22	AG_402_K22_c	859827	864856
AG_402_K22	AG_402_K22_c	903471	950781
AG_402_K22	AG_402_K22_c	957301	968184
AG_402_K22	AG_402_K22_c	1045849	1102869
AG_402_L23	AG_402_L23_c	339399	355238
AG_402_L23	AG_402_L23_c	1164022	1218872
AG_402_L23	AG_402_L23_c	1309000	1349097
AG_402_L23	AG_402_L23_c	1551466	1556028
AG_402_L23	AG_402_L23_c	598828	609898
AG_402_L23	AG_402_L23_c	634598	670783
AG_402_L23	AG_402_L23_c	734219	758937
AG_402_L23	AG_402_L23_c	846716	869067
AG_402_L23	AG_402_L23_c	897121	953576
AG_402_L23	AG_402_L23_c	959784	964683
AG_402_L23	AG_402_L23_c	1041717	1118533
AG_402_L23	AG_402_L23_c	1144097	1149294
AG_402_M15	AG_402_M15_c	35646	54025
AG_402_M15	AG_402_M15_c	1152230	1164114
AG_402_M15	AG_402_M15_c	1187848	1265239
AG_402_M15	AG_402_M15_c	1356921	1400603
AG_402_M15	AG_402_M15_c	334117	358211
AG_402_M15	AG_402_M15_c	641760	651928
AG_402_M15	AG_402_M15_c	678018	706771
AG_402_M15	AG_402_M15_c	768969	793770
AG_402_M15	AG_402_M15_c	881566	900452
AG_402_M15	AG_402_M15_c	928775	970003
AG_402_M15	AG_402_M15_c	976195	981095
AG_402_M15	AG_402_M15_c	1060528	1127219
AG_402_N08	AG_402_N08_c	333077	355973
AG_402_N08	AG_402_N08_c	1342615	1385940
AG_402_N08	AG_402_N08_c	606810	650176
AG_402_N08	AG_402_N08_c	674698	702819
AG_402_N08	AG_402_N08_c	765134	789826
AG_402_N08	AG_402_N08_c	863249	882881
AG_402_N08	AG_402_N08_c	911417	938633
AG_402_N08	AG_402_N08_c	1015953	1106936
AG_402_N08	AG_402_N08_c	1131686	1145203
AG_402_N08	AG_402_N08_c	1162960	1252533
AG_402_N17	AG_402_N17_c	125010	128936
AG_402_N17	AG_402_N17_c	334158	357422
AG_402_N17	AG_402_N17_c	795633	952003
AG_402_N17	AG_402_N17_c	958162	963063
AG_402_N17	AG_402_N17_c	1040801	1051288
AG_402_N17	AG_402_N17_c	1084118	1098241
AG_402_N17	AG_402_N17_c	1132556	1218630
AG_402_N17	AG_402_N17_c	1304432	1354092
AG_402_N17	AG_402_N17_c	1554226	1570157
AG_402_N23	AG_402_N23_c	57957	65946
AG_402_N23	AG_402_N23_c	1308981	1353281
AG_402_N23	AG_402_N23_c	132484	135723
AG_402_N23	AG_402_N23_c	335566	355352
AG_402_N23	AG_402_N23_c	657512	690117
AG_402_N23	AG_402_N23_c	750717	775447
AG_402_N23	AG_402_N23_c	903059	950434
AG_402_N23	AG_402_N23_c	956621	963320
AG_402_N23	AG_402_N23_c	1044985	1106255
AG_402_N23	AG_402_N23_c	1130797	1218123
AG_402_O16	AG_402_O16_c	366799	389226
AG_402_O16	AG_402_O16_c	1202867	1260459
AG_402_O16	AG_402_O16_c	1356931	1412227
AG_402_O16	AG_402_O16_c	641684	647969
AG_402_O16	AG_402_O16_c	678018	703760
AG_402_O16	AG_402_O16_c	766091	790826
AG_402_O16	AG_402_O16_c	878305	897269
AG_402_O16	AG_402_O16_c	925593	970076
AG_402_O16	AG_402_O16_c	976267	981168
AG_402_O16	AG_402_O16_c	1061336	1123406
AG_402_O16	AG_402_O16_c	1147942	1164940
AG_402_O23	AG_402_O23_c	298939	346477
AG_402_O23	AG_402_O23_c	627498	727894
AG_402_O23	AG_402_O23_c	749474	881595
AG_402_O23	AG_402_O23_c	908277	949186
AG_402_O23	AG_402_O23_c	955375	960271
AG_402_O23	AG_402_O23_c	1299699	1326658
AG_412_A14	AG_412_A14_c	617882	640690
AG_412_A14	AG_412_A14_c	1365141	1410331
AG_412_A14	AG_412_A14_c	665435	692004
AG_412_A14	AG_412_A14_c	754343	779213
AG_412_A14	AG_412_A14_c	866960	888726
AG_412_A14	AG_412_A14_c	917166	957673
AG_412_A14	AG_412_A14_c	963892	968791
AG_412_A14	AG_412_A14_c	1047313	1151558
AG_412_A14	AG_412_A14_c	1176447	1189117
AG_412_A14	AG_412_A14_c	1210267	1274366
AG_412_C21	AG_412_C21_c	327571	361653
AG_412_C21	AG_412_C21_c	617228	629334
AG_412_C21	AG_412_C21_c	646716	694691
AG_412_C21	AG_412_C21_c	755635	779380
AG_412_C21	AG_412_C21_c	913048	964364
AG_412_C21	AG_412_C21_c	1043192	1145785
AG_412_C21	AG_412_C21_c	1203535	1279337
AG_412_C21	AG_412_C21_c	1366522	1419220
AG_412_J13	AG_412_J13_c	117258	134432
AG_412_J13	AG_412_J13_c	1061693	1160330
AG_412_J13	AG_412_J13_c	1185346	1195542
AG_412_J13	AG_412_J13_c	1217911	1263279
AG_412_J13	AG_412_J13_c	1363869	1410002
AG_412_J13	AG_412_J13_c	1522160	1533746
AG_412_J13	AG_412_J13_c	317065	344430
AG_412_J13	AG_412_J13_c	596552	622365
AG_412_J13	AG_412_J13_c	648143	683204
AG_412_J13	AG_412_J13_c	687642	697841
AG_412_J13	AG_412_J13_c	760162	782041
AG_412_J13	AG_412_J13_c	869711	898695
AG_412_J13	AG_412_J13_c	927069	972069
AG_412_J13	AG_412_J13_c	978282	983182
AG_418_B17	AG_418_B17_c	325045	330753
AG_418_B17	AG_418_B17_c	335322	370934
AG_418_B17	AG_418_B17_c	641277	671573
AG_418_B17	AG_418_B17_c	749469	774188
AG_418_B17	AG_418_B17_c	857722	877411
AG_418_B17	AG_418_B17_c	905716	960580
AG_418_B17	AG_418_B17_c	1018169	1221840
AG_418_B17	AG_418_B17_c	1312044	1368244
AG_418_C09	AG_418_C09_c	133614	172691
AG_418_C09	AG_418_C09_c	471145	475267
AG_418_C09	AG_418_C09_c	546566	657417
AG_418_C09	AG_418_C09_c	681227	721154
AG_418_C09	AG_418_C09_c	913879	930008
AG_418_C09	AG_418_C09_c	1020590	1061711
AG_418_C09	AG_418_C09_c	1070234	1083871
AG_418_C09	AG_418_C09_c	1179001	1197653
AG_418_C17	AG_418_C17_c	196176	406373
AG_418_C17	AG_418_C17_c	1308985	1358973
AG_418_C17	AG_418_C17_c	487416	499255
AG_418_C17	AG_418_C17_c	574310	666231
AG_418_C17	AG_418_C17_c	758948	775443
AG_418_C17	AG_418_C17_c	868728	882879
AG_418_C17	AG_418_C17_c	911178	950445
AG_418_C17	AG_418_C17_c	1034284	1106679
AG_418_C17	AG_418_C17_c	1131350	1142942
AG_418_C17	AG_418_C17_c	1163975	1242149
AG_418_D13	AG_418_D13_c	52877	59874
AG_418_D13	AG_418_D13_c	1160256	1171561
AG_418_D13	AG_418_D13_c	1192761	1275620
AG_418_D13	AG_418_D13_c	1365760	1411364
AG_418_D13	AG_418_D13_c	330555	354988
AG_418_D13	AG_418_D13_c	605303	611515
AG_418_D13	AG_418_D13_c	636453	681414
AG_418_D13	AG_418_D13_c	743565	766937
AG_418_D13	AG_418_D13_c	851309	861495
AG_418_D13	AG_418_D13_c	882572	931077
AG_418_D13	AG_418_D13_c	937292	964269
AG_418_D13	AG_418_D13_c	1043584	1135718
AG_418_F08	AG_418_F08_c	36283	46359
AG_418_F08	AG_418_F08_c	332892	357121
AG_418_F08	AG_418_F08_c	658141	689795
AG_418_F08	AG_418_F08_c	911247	950402
AG_418_F08	AG_418_F08_c	956690	961589
AG_418_F08	AG_418_F08_c	1040550	1143289
AG_418_F08	AG_418_F08_c	1168520	1216540
AG_418_F08	AG_418_F08_c	1317331	1343837
AG_418_F16	AG_418_F16_c	327553	332144
AG_418_F16	AG_418_F16_c	605952	635348
AG_418_F16	AG_418_F16_c	660166	694693
AG_418_F16	AG_418_F16_c	755603	777400
AG_418_F16	AG_418_F16_c	941643	953198
AG_418_F16	AG_418_F16_c	1042889	1143542
AG_418_F16	AG_418_F16_c	1165590	1182425
AG_418_F16	AG_418_F16_c	1203545	1272852
AG_418_F16	AG_418_F16_c	1365828	1422730
AG_418_G18	AG_418_G18_c	335798	395371
AG_418_G18	AG_418_G18_c	644943	648886
AG_418_G18	AG_418_G18_c	683903	699387
AG_418_G18	AG_418_G18_c	934856	1007295
AG_418_G18	AG_418_G18_c	1113933	1246387
AG_418_G18	AG_418_G18_c	1337444	1384559
AG_418_G18	AG_418_G18_c	1402016	1419574
AG_418_G23	AG_418_G23_c	360811	379468
AG_418_G23	AG_418_G23_c	1189074	1267620
AG_418_G23	AG_418_G23_c	1367488	1413635
AG_418_G23	AG_418_G23_c	641165	652127
AG_418_G23	AG_418_G23_c	672178	710824
AG_418_G23	AG_418_G23_c	771893	796468
AG_418_G23	AG_418_G23_c	878451	897271
AG_418_G23	AG_418_G23_c	925591	970060
AG_418_G23	AG_418_G23_c	975838	980586
AG_418_G23	AG_418_G23_c	1059753	1119881
AG_418_G23	AG_418_G23_c	1142562	1166132
AG_418_I20	AG_418_I20_c	369244	389364
AG_418_I20	AG_418_I20_c	686227	705164
AG_418_I20	AG_418_I20_c	766085	780265
AG_418_I20	AG_418_I20_c	924480	962384
AG_418_I20	AG_418_I20_c	968158	973056
AG_418_I20	AG_418_I20_c	1051698	1122043
AG_418_I20	AG_418_I20_c	1190329	1260354
AG_418_I20	AG_418_I20_c	1364483	1394110
AG_418_I21	AG_418_I21_c	332507	351166
AG_418_I21	AG_418_I21_c	374623	387982
AG_418_I21	AG_418_I21_c	611011	615054
AG_418_I21	AG_418_I21_c	646904	689836
AG_418_I21	AG_418_I21_c	754317	774372
AG_418_I21	AG_418_I21_c	863227	879380
AG_418_I21	AG_418_I21_c	911449	961497
AG_418_I21	AG_418_I21_c	1048489	1120906
AG_418_I21	AG_418_I21_c	1301290	1353356
AG_418_J17	AG_418_J17_c	318677	384643
AG_418_J17	AG_418_J17_c	1158873	1245710
AG_418_J17	AG_418_J17_c	1335893	1369219
AG_418_J17	AG_418_J17_c	629168	634505
AG_418_J17	AG_418_J17_c	658446	689989
AG_418_J17	AG_418_J17_c	759810	776995
AG_418_J17	AG_418_J17_c	870261	884418
AG_418_J17	AG_418_J17_c	910404	951567
AG_418_J17	AG_418_J17_c	957801	962701
AG_418_J17	AG_418_J17_c	1034797	1081596
AG_418_J17	AG_418_J17_c	1113590	1138477
AG_418_J19	AG_418_J19_c	332175	337615
AG_418_J19	AG_418_J19_c	344461	354852
