A09100 Metabolism
B
B	09101 Carbohydrate metabolism
C		99980 Enzymes with EC numbers
C		99981 Carbohydrate metabolism
C		99982 Energy metabolism
C		99983 Lipid metabolism
C		99984 Nucleotide metabolism
C		99985 Amino acid metabolism
C		99986 Glycan metabolism
C		99987 Cofactor metabolism
C		99988 Secondary metabolism
C		99999 Others
B
B	09192 Unclassified: genetic information processing
C		99973 Transcription
C		99974 Translation
C		99975 Protein processing
C		99976 Replication and repair
C		99998 Others
B
B	09193 Unclassified: signaling and cellular processes
C		99977 Transport
C		99978 Cell growth
C		99993 Cell motility
C		99995 Signaling proteins
C		99992 Structural proteins
C		99994 Others
C		99979 Unclassified viral proteins
B
B	09194 Poorly characterized
C		99996 General function prediction only
C		99997 Function unknown
D			K07742	ylxR; uncharacterized protein
