enzyme	seqid	genome	contig	gene_no	start	end	strand	pfam	dbit	devalue	fullbit	fullevalue
phnW	AG-390-K23_1_33_29045_30148_F	AG-390-K23	1	33	29045	30148	F	TIGR02326	468.6	2.6e-142	468.3	3.3e-142
phnY	AG-390-K23_1_37_32738_34177_R	AG-390-K23	1	37	32738	34177	R	TIGR03250	784.1	6.9e-236	783.9	7.8e-236
phnA	AG-390-K23_1_38_34177_35418_R	AG-390-K23	1	38	34177	35418	R	TIGR02335	474.1	2.9e-142	473.9	3.3e-142
phnY	AG-390-N13_2_16_13838_15271_R	AG-390-N13	2	16	13838	15271	R	PF00171.21	527.8	3.4e-158	527.6	3.8e-158
phnY	AG-390-N13_2_17_15354_16733_F	AG-390-N13	2	17	15354	16733	F	PF00171.21	389.1	3.9e-116	389	4.3e-116
phnA	AG-390-N13_23_1_346_1587_F	AG-390-N13	23	1	346	1587	F	TIGR02335	470.3	4e-141	470.1	4.5e-141
phnY	AG-390-N13_23_2_1587_3026_F	AG-390-N13	23	2	1587	3026	F	TIGR03250	783.5	1e-235	783.4	1.1e-235
phnW	AG-390-N13_23_5_4791_5888_R	AG-390-N13	23	5	4791	5888	R	TIGR02326	473.5	8.5e-144	473.2	1.1e-143
phnY	AG-404-I15_1_7_5885_7327_R	AG-404-I15	1	7	5885	7327	R	TIGR03250	797.1	7.5e-240	796.9	8.6e-240
phnA	AG-404-I15_1_8_7324_8565_R	AG-404-I15	1	8	7324	8565	R	TIGR02335	468.3	1.6e-140	468.1	1.8e-140
phnW	AG-404-I15_1_12_11185_12270_R	AG-404-I15	1	12	11185	12270	R	TIGR03301	458.8	3e-139	458.5	3.7e-139
phnY	AG-404-I15_2_13_12956_14332_R	AG-404-I15	2	13	12956	14332	R	PF00171.21	378.6	5.8e-113	378.5	6.5e-113
phnY	AG-404-I15_2_15_15739_17217_F	AG-404-I15	2	15	15739	17217	F	PF00171.21	529.2	1.2e-158	529.1	1.4e-158
phnA	AG-410-D04_1_25_23850_25091_F	AG-410-D04	1	25	23850	25091	F	TIGR02335	478.8	1e-143	478.6	1.2e-143
phnY	AG-410-D04_1_26_25091_26530_F	AG-410-D04	1	26	25091	26530	F	TIGR03250	776	2e-233	775.8	2.2e-233
phnW	AG-410-D04_1_28_27186_28280_R	AG-410-D04	1	28	27186	28280	R	TIGR02326	472.3	2e-143	472	2.5e-143
phnU2	AG-410-D04_1_30_29725_31392_R	AG-410-D04	1	30	29725	31392	R	TIGR03262	803.3	1.4e-243	803.1	1.6e-243
phnT2	AG-410-D04_1_31_31401_32462_R	AG-410-D04	1	31	31401	32462	R	TIGR03265	492.9	6.5e-150	492.7	7.2e-150
phnS2	AG-410-D04_1_32_32524_33576_R	AG-410-D04	1	32	32524	33576	R	TIGR03261	508.7	8.2e-155	508.4	9.8e-155
phnS2	AG-410-D04_1_34_34571_35614_R	AG-410-D04	1	34	34571	35614	R	TIGR03261	406.8	8e-124	406.6	9.5e-124
phnT2	AG-410-D04_1_35_35799_36878_F	AG-410-D04	1	35	35799	36878	F	TIGR03265	493.1	5.7e-150	492.9	6.5e-150
phnU2	AG-410-D04_1_36_36882_38585_F	AG-410-D04	1	36	36882	38585	F	TIGR03262	766.2	2.4e-232	765.9	2.8e-232
phnA	AG-414-E06_3_104_93571_94815_F	AG-414-E06	3	104	93571	94815	F	TIGR02335	495.5	8.8e-149	495.4	9.9e-149
phnY	AG-414-E06_3_105_94812_96251_F	AG-414-E06	3	105	94812	96251	F	TIGR03250	786.5	1.3e-236	786.3	1.5e-236
phnW	AG-414-E06_3_108_97809_98909_R	AG-414-E06	3	108	97809	98909	R	TIGR02326	474.4	4.6e-144	474.1	5.9e-144
phnS2	AG-414-F09_2_20_15193_16212_F	AG-414-F09	2	20	15193	16212	F	TIGR03261	507.8	1.5e-154	507.6	1.7e-154
phnT2	AG-414-F09_2_21_16274_17335_F	AG-414-F09	2	21	16274	17335	F	TIGR03265	488.6	1.3e-148	488.4	1.5e-148
phnU2	AG-414-F09_2_22_17344_19011_F	AG-414-F09	2	22	17344	19011	F	TIGR03262	802.5	2.4e-243	802.2	2.8e-243
phnW	AG-414-F09_2_29_26371_27462_F	AG-414-F09	2	29	26371	27462	F	TIGR02326	465.8	1.9e-141	465.5	2.4e-141
phnY	AG-414-F09_2_31_28123_29562_R	AG-414-F09	2	31	28123	29562	R	TIGR03250	775.1	3.6e-233	774.9	4.1e-233
phnA	AG-414-F09_2_32_29562_30803_R	AG-414-F09	2	32	29562	30803	R	TIGR02335	484.2	2.4e-145	483.9	3e-145
phnW	AG-414-J16_3_93_92058_93158_R	AG-414-J16	3	93	92058	93158	R	TIGR02326	474.8	3.4e-144	474.5	4.3e-144
phnY	AG-414-J16_3_95_93527_94969_R	AG-414-J16	3	95	93527	94969	R	PF00171.21	485.5	2.2e-145	485.3	2.5e-145
phnA	AG-414-J16_3_96_94962_96203_R	AG-414-J16	3	96	94962	96203	R	TIGR02335	494.3	2.1e-148	494	2.5e-148
phnW	AG-414-P05_8_32_25917_27014_F	AG-414-P05	8	32	25917	27014	F	TIGR02326	477.4	5.8e-145	477.1	7.2e-145
phnY	AG-414-P05_8_35_28779_30218_R	AG-414-P05	8	35	28779	30218	R	TIGR03250	780.6	8e-235	780.4	9e-235
phnA	AG-414-P05_8_36_30218_31459_R	AG-414-P05	8	36	30218	31459	R	TIGR02335	486.9	3.8e-146	486.7	4.2e-146
lysR	AG-422-E08_10_17_17490_18416_F	AG-422-E08	10	17	17490	18416	F	PF03466.19	105.2	1.2e-30	104.9	1.5e-30
lysR	AG-422-E08_10_22_23221_24099_R	AG-422-E08	10	22	23221	24099	R	PF03466.19	96.7	5.2e-28	96.3	6.5e-28
phnW	AG-422-E08_10_23_24213_25400_F	AG-422-E08	10	23	24213	25400	F	TIGR02326	470.2	8.9e-143	469.9	1.1e-142
phnA	AG-422-E08_10_24_25430_26674_F	AG-422-E08	10	24	25430	26674	F	TIGR02335	491.3	1.7e-147	491.1	1.9e-147
phnY	AG-422-E08_10_25_26688_28136_F	AG-422-E08	10	25	26688	28136	F	TIGR03250	745.5	3.5e-224	745.3	4e-224
phnS2	AG-422-E08_30_3_1603_2622_F	AG-422-E08	30	3	1603	2622	F	TIGR03261	503.8	2.6e-153	503.5	3.1e-153
phnT2	AG-422-E08_30_4_2715_3821_F	AG-422-E08	30	4	2715	3821	F	TIGR03265	516.7	3.8e-157	516.5	4.3e-157
phnU2	AG-422-E08_30_5_3824_5848_F	AG-422-E08	30	5	3824	5848	F	TIGR03262	774.9	5.4e-235	770.7	1e-233
phnY	AG-422-E08_30_7_7257_8636_F	AG-422-E08	30	7	7257	8636	F	PF00171.21	375.3	5.9e-112	375.2	6.5e-112
phnY	AG-426-I04_1_23_22207_23595_R	AG-426-I04	1	23	22207	23595	R	PF00171.21	382.9	3e-114	382.7	3.4e-114
phnY	AG-426-I04_1_24_23727_25160_F	AG-426-I04	1	24	23727	25160	F	PF00171.21	533.4	6.5e-160	533.3	7.3e-160
phnA	AG-426-I04_1_596_556058_557302_F	AG-426-I04	1	596	556058	557302	F	TIGR02335	492.2	8.8e-148	492.1	1e-147
phnY	AG-426-I04_1_597_557299_558738_F	AG-426-I04	1	597	557299	558738	F	TIGR03250	784.8	4.2e-236	784.6	4.8e-236
phnW	AG-426-I04_1_600_560296_561396_R	AG-426-I04	1	600	560296	561396	R	TIGR02326	474	6e-144	473.7	7.7e-144
phnA	AG-430-E16_1_184_167508_168749_F	AG-430-E16	1	184	167508	168749	F	TIGR02335	487.5	2.3e-146	487.4	2.6e-146
phnY	AG-430-E16_1_185_168749_170188_F	AG-430-E16	1	185	168749	170188	F	TIGR03250	778.6	3.3e-234	778.4	3.7e-234
phnW	AG-430-E16_1_188_171953_173050_R	AG-430-E16	1	188	171953	173050	R	TIGR02326	479.3	1.5e-145	479	1.9e-145
phnS2	AG-430-E16_1_191_174611_175717_R	AG-430-E16	1	191	174611	175717	R	TIGR03261	408	3.4e-124	407.7	4.2e-124
phnT2	AG-430-E16_1_192_175817_176890_F	AG-430-E16	1	192	175817	176890	F	TIGR03265	486.8	4.7e-148	486.6	5.4e-148
phnU2	AG-430-E16_1_193_176899_178602_F	AG-430-E16	1	193	176899	178602	F	TIGR03262	762.9	2.3e-231	762.7	2.7e-231
phnY	AG-430-E16_5_60_59292_60671_R	AG-430-E16	5	60	59292	60671	R	PF00171.21	379.9	2.4e-113	379.7	2.7e-113
phnY	AG-430-E16_5_65_64583_66016_F	AG-430-E16	5	65	64583	66016	F	PF00171.21	525.8	1.3e-157	525.7	1.5e-157
phnY	AG-430-F09_15_17_15847_17295_R	AG-430-F09	15	17	15847	17295	R	TIGR03250	746	2.4e-224	745.9	2.7e-224
phnA	AG-430-F09_15_18_17309_18553_R	AG-430-F09	15	18	17309	18553	R	TIGR02335	488.9	8.9e-147	488.8	1e-146
phnW	AG-430-F09_15_19_18583_19770_R	AG-430-F09	15	19	18583	19770	R	TIGR02326	473	1.3e-143	472.7	1.5e-143
lysR	AG-430-F09_15_20_19884_20762_F	AG-430-F09	15	20	19884	20762	F	PF03466.19	99.3	8e-29	99	1e-28
lysR	AG-430-F09_15_23_22320_23246_R	AG-430-F09	15	23	22320	23246	R	PF03466.19	105.7	8.7e-31	105.5	1.1e-30
phnS2	AG-435-D10_4_4_2512_3531_F	AG-435-D10	4	4	2512	3531	F	TIGR03261	510.2	2.7e-155	510	3.2e-155
phnT2	AG-435-D10_4_5_3594_4655_F	AG-435-D10	4	5	3594	4655	F	TIGR03265	491.5	1.7e-149	491.3	1.9e-149
phnU2	AG-435-D10_4_6_4664_6331_F	AG-435-D10	4	6	4664	6331	F	TIGR03262	804.5	5.8e-244	804.3	6.7e-244
phnW	AG-435-D10_4_8_7775_8878_F	AG-435-D10	4	8	7775	8878	F	TIGR02326	476.7	9.2e-145	476.4	1.2e-144
phnY	AG-435-D10_4_10_9531_10964_R	AG-435-D10	4	10	9531	10964	R	TIGR03250	781.4	4.4e-235	781.2	5e-235
phnA	AG-435-D10_4_11_10964_12205_R	AG-435-D10	4	11	10964	12205	R	TIGR02335	488	1.7e-146	487.8	2e-146
phnU2	AG-435-J03_3_9_7322_9025_R	AG-435-J03	3	9	7322	9025	R	TIGR03262	768.2	5.9e-233	768	6.8e-233
phnT2	AG-435-J03_3_10_9038_10114_R	AG-435-J03	3	10	9038	10114	R	TIGR03265	492.4	8.8e-150	492.2	1e-149
phnS2	AG-435-J03_3_11_10260_11297_F	AG-435-J03	3	11	10260	11297	F	TIGR03261	403.7	7.2e-123	403.5	8.2e-123
phnS2	AG-435-J03_3_14_12889_13911_F	AG-435-J03	3	14	12889	13911	F	TIGR03261	515.6	6.3e-157	515.4	7.3e-157
phnT2	AG-435-J03_3_15_13976_15037_F	AG-435-J03	3	15	13976	15037	F	TIGR03265	488.4	1.4e-148	488.3	1.6e-148
phnU2	AG-435-J03_3_16_15046_16734_F	AG-435-J03	3	16	15046	16734	F	TIGR03262	803.7	1e-243	803.5	1.2e-243
phnW	AG-435-J03_3_18_18188_19282_F	AG-435-J03	3	18	18188	19282	F	TIGR02326	469.2	1.8e-142	468.9	2.2e-142
phnY	AG-435-J03_3_23_23624_25060_R	AG-435-J03	3	23	23624	25060	R	TIGR03250	783.8	8.3e-236	783.6	9.4e-236
phnA	AG-435-J03_3_24_25057_26301_R	AG-435-J03	3	24	25057	26301	R	TIGR02335	487.9	1.9e-146	487.7	2.1e-146
phnU2	AG-435-L21_2_44_39386_41089_R	AG-435-L21	2	44	39386	41089	R	TIGR03262	764.3	8.9e-232	764.1	1e-231
phnT2	AG-435-L21_2_45_41093_42172_R	AG-435-L21	2	45	41093	42172	R	TIGR03265	490.4	3.7e-149	490.2	4.2e-149
phnS2	AG-435-L21_2_46_42377_43420_F	AG-435-L21	2	46	42377	43420	F	TIGR03261	405.7	1.7e-123	405.5	2.1e-123
phnS2	AG-435-L21_2_49_45021_46040_F	AG-435-L21	2	49	45021	46040	F	TIGR03261	511	1.7e-155	510.7	1.9e-155
phnT2	AG-435-L21_2_50_46102_47163_F	AG-435-L21	2	50	46102	47163	F	TIGR03265	487.6	2.7e-148	487.4	3e-148
phnU2	AG-435-L21_2_51_47172_48839_F	AG-435-L21	2	51	47172	48839	F	TIGR03262	804.3	6.5e-244	804.1	7.6e-244
phnW	AG-435-L21_2_53_50284_51378_F	AG-435-L21	2	53	50284	51378	F	TIGR02326	472.6	1.6e-143	472.3	2e-143
phnY	AG-435-L21_2_55_52036_53469_R	AG-435-L21	2	55	52036	53469	R	TIGR03250	784	7.2e-236	783.8	8.1e-236
phnA	AG-435-L21_2_56_53469_54710_R	AG-435-L21	2	56	53469	54710	R	TIGR02335	485.3	1.1e-145	485.1	1.3e-145
phnY	AG-435-L21_14_10_8845_10224_R	AG-435-L21	14	10	8845	10224	R	PF00171.21	393.4	2e-117	393.2	2.2e-117
phnY	AG-435-L21_14_15_14185_15618_F	AG-435-L21	14	15	14185	15618	F	PF00171.21	518.6	2e-155	518.4	2.3e-155
phnY	AG-439-C07_14_2_882_2330_R	AG-439-C07	14	2	882	2330	R	TIGR03250	761.8	3.9e-229	761.6	4.4e-229
phnA	AG-439-C07_14_3_2383_3627_R	AG-439-C07	14	3	2383	3627	R	TIGR02335	508.5	9.8e-153	508.3	1.2e-152
phnW	AG-439-C07_14_4_3640_4836_R	AG-439-C07	14	4	3640	4836	R	TIGR02326	478.2	3.2e-145	478	3.9e-145
lysR	AG-439-C07_14_5_4940_5800_F	AG-439-C07	14	5	4940	5800	F	PF03466.19	100.9	2.7e-29	100.6	3.3e-29
phnA	AG-439-F02_2_116_106678_107919_F	AG-439-F02	2	116	106678	107919	F	TIGR02335	469.6	6.8e-141	469.4	7.6e-141
phnY	AG-439-F02_2_117_107919_109358_F	AG-439-F02	2	117	107919	109358	F	TIGR03250	786.1	1.7e-236	785.9	1.9e-236
phnW	AG-439-F02_2_120_111183_112286_R	AG-439-F02	2	120	111183	112286	R	TIGR02326	479.9	1e-145	479.6	1.3e-145
phnA	AG-439-I19_5_20_20444_21694_F	AG-439-I19	5	20	20444	21694	F	TIGR02335	494.4	1.9e-148	494.1	2.4e-148
phnY	AG-439-I19_5_21_21687_23129_F	AG-439-I19	5	21	21687	23129	F	PF00171.21	482.5	1.8e-144	482.3	2e-144
phnW	AG-439-I19_5_23_23503_24603_F	AG-439-I19	5	23	23503	24603	F	TIGR02326	471.2	4.5e-143	470.8	5.6e-143
phnA	AG-439-K12_17_9_7096_8340_F	AG-439-K12	17	9	7096	8340	F	TIGR02335	489.8	4.9e-147	489.5	5.9e-147
phnY	AG-439-K12_17_10_8337_9776_F	AG-439-K12	17	10	8337	9776	F	TIGR03250	784.4	5.6e-236	784.2	6.4e-236
phnW	AG-439-K12_17_13_11763_12863_R	AG-439-K12	17	13	11763	12863	R	TIGR02326	468	4.1e-142	467.7	5.2e-142
phnU2	AG-439-K12_17_16_15196_16884_R	AG-439-K12	17	16	15196	16884	R	TIGR03262	800.2	1.1e-242	800	1.3e-242
phnT2	AG-439-K12_17_17_16893_17954_R	AG-439-K12	17	17	16893	17954	R	TIGR03265	486.3	6.4e-148	486.2	7.1e-148
phnS2	AG-439-K12_17_18_18020_19039_R	AG-439-K12	17	18	18020	19039	R	TIGR03261	512.6	5.1e-156	512.4	5.9e-156
phnS2	AG-439-K12_17_21_20673_21710_R	AG-439-K12	17	21	20673	21710	R	TIGR03261	402.1	2.2e-122	401.9	2.6e-122
phnT2	AG-439-K12_17_22_21856_22932_F	AG-439-K12	17	22	21856	22932	F	TIGR03265	485.7	1e-147	485.5	1.1e-147
phnU2	AG-439-K12_17_23_22941_24611_F	AG-439-K12	17	23	22941	24611	F	TIGR03262	751.8	5.6e-228	751.6	6.4e-228
phnY	AG-439-M06_3_17_20439_21884_R	AG-439-M06	3	17	20439	21884	R	TIGR03250	793.7	8.4e-239	793.5	9.6e-239
phnA	AG-439-M06_3_18_21881_23149_R	AG-439-M06	3	18	21881	23149	R	TIGR02335	547.7	1.3e-164	547.5	1.4e-164
phnW	AG-439-M06_3_19_23204_24340_R	AG-439-M06	3	19	23204	24340	R	TIGR03301	466.9	1e-141	466.7	1.2e-141
phnY	AG-447-A02_2_123_113134_114567_R	AG-447-A02	2	123	113134	114567	R	PF00171.21	529	1.4e-158	528.9	1.6e-158
phnY	AG-447-A02_2_128_118468_119847_F	AG-447-A02	2	128	118468	119847	F	PF00171.21	387	1.7e-115	386.8	1.9e-115
phnS2	AG-447-A02_11_25_19390_20409_F	AG-447-A02	11	25	19390	20409	F	TIGR03261	510.9	1.7e-155	510.7	2e-155
phnT2	AG-447-A02_11_26_20472_21533_F	AG-447-A02	11	26	20472	21533	F	TIGR03265	484.3	2.6e-147	484.2	2.9e-147
phnU2	AG-447-A02_11_27_21542_23209_F	AG-447-A02	11	27	21542	23209	F	TIGR03262	795.7	2.7e-241	795.5	3.1e-241
phnW	AG-447-A02_11_29_24693_25796_F	AG-447-A02	11	29	24693	25796	F	TIGR02326	477.5	5.4e-145	477.2	6.7e-145
phnY	AG-447-A02_11_34_29506_30945_R	AG-447-A02	11	34	29506	30945	R	TIGR03250	784	7.5e-236	783.8	8.5e-236
phnA	AG-447-A02_11_35_30945_32186_R	AG-447-A02	11	35	30945	32186	R	TIGR02335	465	1.7e-139	464.8	1.9e-139
phnA	AG-447-E05_48_5_2106_3347_F	AG-447-E05	48	5	2106	3347	F	TIGR02335	489.5	5.8e-147	489.4	6.6e-147
phnY	AG-447-E05_48_6_3344_4792_F	AG-447-E05	48	6	3344	4792	F	PF00171.21	453.4	1.3e-135	453.1	1.5e-135
phnW	AG-447-E05_48_7_4786_5913_F	AG-447-E05	48	7	4786	5913	F	TIGR02326	537.3	3.6e-163	537	4.3e-163
phnY	AG-447-G10_6_12_12018_13466_R	AG-447-G10	6	12	12018	13466	R	TIGR03250	763.9	9.3e-230	763.7	1e-229
phnA	AG-447-G10_6_13_13519_14763_R	AG-447-G10	6	13	13519	14763	R	TIGR02335	508.6	9.7e-153	508.3	1.2e-152
phnW	AG-447-G10_6_14_14776_15972_R	AG-447-G10	6	14	14776	15972	R	TIGR02326	477	7.7e-145	476.7	9.3e-145
lysR	AG-447-G10_6_15_16076_16936_F	AG-447-G10	6	15	16076	16936	F	PF03466.19	96.5	5.9e-28	96.2	7.4e-28
lysR	AG-447-G11_3_10_9973_10878_F	AG-447-G11	3	10	9973	10878	F	PF03466.19	112.8	5.9e-33	112.5	7.5e-33
phnY	AG-447-G11_3_15_14098_15552_R	AG-447-G11	3	15	14098	15552	R	PF00171.21	490.9	5.3e-147	490.7	5.9e-147
lysR	AG-447-G11_5_19_18357_19286_R	AG-447-G11	5	19	18357	19286	R	PF03466.19	124.5	1.5e-36	124.1	2.1e-36
phnY	AG-447-G11_5_24_24425_25903_F	AG-447-G11	5	24	24425	25903	F	PF00171.21	586.2	6.2e-176	586.1	7e-176
phnY	AG-447-G11_5_33_34728_36176_R	AG-447-G11	5	33	34728	36176	R	TIGR03250	760.9	7.5e-229	760.7	8.4e-229
phnA	AG-447-G11_5_34_36231_37475_R	AG-447-G11	5	34	36231	37475	R	TIGR02335	505.6	7.6e-152	505.3	9.5e-152
phnW	AG-447-G11_5_35_37488_38684_R	AG-447-G11	5	35	37488	38684	R	TIGR02326	478.1	3.5e-145	477.8	4.2e-145
lysR	AG-447-G11_5_36_38788_39645_F	AG-447-G11	5	36	38788	39645	F	PF03466.19	98.1	1.9e-28	97.8	2.3e-28
phnW	AG-447-J18_1_5_2996_4099_F	AG-447-J18	1	5	2996	4099	F	TIGR02326	479.2	1.6e-145	478.9	2e-145
phnY	AG-447-J18_1_9_6777_8216_R	AG-447-J18	1	9	6777	8216	R	TIGR03250	788.1	4.1e-237	787.9	4.7e-237
phnA	AG-447-J18_1_10_8216_9457_R	AG-447-J18	1	10	8216	9457	R	TIGR02335	472.1	1.1e-141	472	1.2e-141
phnS2	AG-447-K17_1_118_121280_122299_F	AG-447-K17	1	118	121280	122299	F	TIGR03261	505.4	7.9e-154	505.2	9.5e-154
phnT2	AG-447-K17_1_119_122395_123501_F	AG-447-K17	1	119	122395	123501	F	TIGR03265	518.9	8e-158	518.7	9.1e-158
phnU2	AG-447-K17_1_120_123504_125528_F	AG-447-K17	1	120	123504	125528	F	TIGR03262	781.8	4.3e-237	776.3	2e-235
phnY	AG-447-K17_1_125_129974_131353_F	AG-447-K17	1	125	129974	131353	F	PF00171.21	371.3	9.5e-111	371.2	1.1e-110
phnY	AG-447-K17_23_12_13252_13662_F	AG-447-K17	23	12	13252	13662	F	PF00171.21	70.6	1.6e-19	70.3	1.9e-19
phnY	AG-447-K17_23_13_13652_14683_F	AG-447-K17	23	13	13652	14683	F	PF00171.21	440.9	7.7e-132	440.7	8.5e-132
lysR	AG-447-K17_24_2_484_1362_R	AG-447-K17	24	2	484	1362	R	PF03466.19	91.2	2.4e-26	90.9	3.1e-26
phnW	AG-447-K17_24_3_1475_2662_F	AG-447-K17	24	3	1475	2662	F	TIGR02326	476.3	1.3e-144	476	1.5e-144
phnA	AG-447-K17_24_4_2686_3930_F	AG-447-K17	24	4	2686	3930	F	TIGR02335	490.1	3.9e-147	489.9	4.4e-147
phnY	AG-447-K17_24_5_3944_5392_F	AG-447-K17	24	5	3944	5392	F	TIGR03250	739.8	1.9e-222	739.6	2.1e-222
phnY	AG-447-O15_1_38_39196_40629_R	AG-447-O15	1	38	39196	40629	R	PF00171.21	527.2	5e-158	527.1	5.6e-158
phnY	AG-447-O15_1_43_44529_45908_F	AG-447-O15	1	43	44529	45908	F	PF00171.21	380.3	1.9e-113	380.1	2.1e-113
phnW	AG-447-O15_7_49_45586_46689_F	AG-447-O15	7	49	45586	46689	F	TIGR02326	479.1	1.7e-145	478.8	2.1e-145
phnY	AG-447-O15_7_54_50421_51860_R	AG-447-O15	7	54	50421	51860	R	TIGR03250	784.4	5.5e-236	784.2	6.2e-236
phnA	AG-447-O15_7_55_51860_53101_R	AG-447-O15	7	55	51860	53101	R	TIGR02335	464.3	2.6e-139	464.2	2.9e-139
phnA	AG-447-P01_1_105_92751_93992_F	AG-447-P01	1	105	92751	93992	F	TIGR02335	467.2	3.6e-140	467	4.1e-140
phnY	AG-447-P01_1_106_93989_95431_F	AG-447-P01	1	106	93989	95431	F	TIGR03250	788.2	3.8e-237	788	4.4e-237
phnW	AG-447-P01_1_112_100617_101717_R	AG-447-P01	1	112	100617	101717	R	TIGR02326	475.4	2.3e-144	475.1	2.9e-144
phnS2	AG-447-P01_1_115_103275_104318_R	AG-447-P01	1	115	103275	104318	R	TIGR03261	403.2	9.8e-123	403	1.1e-122
phnT2	AG-447-P01_1_116_104518_105597_F	AG-447-P01	1	116	104518	105597	F	TIGR03265	496.7	4.5e-151	496.5	5.2e-151
phnU2	AG-447-P01_1_117_105601_107304_F	AG-447-P01	1	117	105601	107304	F	TIGR03262	767.7	8e-233	767.5	9.2e-233
phnY	AG-447-P01_16_8_6130_7518_R	AG-447-P01	16	8	6130	7518	R	PF00171.21	380.8	1.3e-113	380.7	1.4e-113
phnY	AG-447-P01_16_9_7650_9083_F	AG-447-P01	16	9	7650	9083	F	PF00171.21	533.4	6.5e-160	533.3	7.3e-160
phnY	AG-447-P14_1_68_60189_61622_R	AG-447-P14	1	68	60189	61622	R	PF00171.21	526	1.2e-157	525.8	1.3e-157
phnY	AG-447-P14_1_73_65534_66913_F	AG-447-P14	1	73	65534	66913	F	PF00171.21	383	2.8e-114	382.8	3.2e-114
phnA	AG-447-P14_26_4_1536_2777_F	AG-447-P14	26	4	1536	2777	F	TIGR02335	484.7	1.7e-145	484.5	1.9e-145
phnY	AG-447-P14_26_5_2777_4216_F	AG-447-P14	26	5	2777	4216	F	TIGR03250	777.9	5e-234	777.8	5.6e-234
phnW	AG-447-P14_26_8_5981_7078_R	AG-447-P14	26	8	5981	7078	R	TIGR02326	477.5	5.3e-145	477.2	6.6e-145
phnS2	AG-447-P15_3_44_47755_48774_F	AG-447-P15	3	44	47755	48774	F	TIGR03261	504.1	2e-153	503.8	2.4e-153
phnT2	AG-447-P15_3_45_48867_49973_F	AG-447-P15	3	45	48867	49973	F	TIGR03265	518.7	8.8e-158	518.5	1e-157
phnU2	AG-447-P15_3_46_49976_52000_F	AG-447-P15	3	46	49976	52000	F	TIGR03262	780	1.6e-236	775.2	4.4e-235
phnY	AG-447-P15_3_48_53433_54812_F	AG-447-P15	3	48	53433	54812	F	PF00171.21	375.7	4.6e-112	375.5	5.2e-112
lysR	AG-447-P15_3_72_78331_78606_R	AG-447-P15	3	72	78331	78606	R	PF03466.19	42.8	1.6e-11	42.7	1.7e-11
lysR	AG-447-P15_3_73_78725_79612_R	AG-447-P15	3	73	78725	79612	R	PF03466.19	75.5	1.5e-21	75.1	2.1e-21
phnY	AG-447-P15_59_1_3_1040_R	AG-447-P15	59	1	3	1040	R	PF00171.21	306.9	3.3e-91	306.7	4e-91
phnA	AG-447-P15_59_2_1054_2298_R	AG-447-P15	59	2	1054	2298	R	TIGR02335	491.9	1.1e-147	491.7	1.3e-147
phnW	AG-447-P15_59_3_2322_3509_R	AG-447-P15	59	3	2322	3509	R	TIGR02326	476.3	1.3e-144	476	1.6e-144
lysR	AG-447-P15_59_4_3622_4500_F	AG-447-P15	59	4	3622	4500	F	PF03466.19	91.3	2.3e-26	90.9	3.1e-26
lysR	AG-453-D14_2_36_36539_37417_R	AG-453-D14	2	36	36539	37417	R	PF03466.19	92.1	1.3e-26	91.8	1.6e-26
phnW	AG-453-D14_2_37_37530_38717_F	AG-453-D14	2	37	37530	38717	F	TIGR02326	475.1	2.9e-144	474.8	3.5e-144
phnA	AG-453-D14_2_38_38665_39987_F	AG-453-D14	2	38	38665	39987	F	TIGR02335	492.5	7.1e-148	492.4	8.1e-148
phnY	AG-453-D14_2_39_40001_41449_F	AG-453-D14	2	39	40001	41449	F	TIGR03250	743.7	1.2e-223	743.5	1.4e-223
lysR	AG-453-E21_3_29_29955_30857_R	AG-453-E21	3	29	29955	30857	R	PF03466.19	86.1	8.7e-25	85.7	1.1e-24
phnY	AG-453-E21_3_30_30861_32351_R	AG-453-E21	3	30	30861	32351	R	PF00171.21	523.8	5.3e-157	523.7	6e-157
phnW	AG-453-E21_4_47_50181_51368_F	AG-453-E21	4	47	50181	51368	F	TIGR02326	471.1	4.7e-143	470.8	5.7e-143
phnA	AG-453-E21_4_48_51391_52632_F	AG-453-E21	4	48	51391	52632	F	TIGR02335	479.5	6.5e-144	479.2	8e-144
phnY	AG-453-E21_4_49_52648_54099_F	AG-453-E21	4	49	52648	54099	F	TIGR03250	760.7	8.2e-229	760.6	9.3e-229
lysR	AG-453-E21_5_5_5784_6695_F	AG-453-E21	5	5	5784	6695	F	PF03466.19	83.6	5.2e-24	83.1	7.4e-24
phnY	AG-453-E21_5_8_8470_9939_R	AG-453-E21	5	8	8470	9939	R	PF00171.21	516.3	9.9000000000000008e-155	516.2	1.1e-154
phnY	AG-453-F22_13_25_23027_24445_R	AG-453-F22	13	25	23027	24445	R	PF00171.21	503.4	8.1e-151	503.3	9.1e-151
lysR	AG-453-F22_13_29_28283_29203_R	AG-453-F22	13	29	28283	29203	R	PF03466.19	116.7	3.8e-34	116.3	4.9e-34
lysR	AG-453-F22_15_12_10808_11713_F	AG-453-F22	15	12	10808	11713	F	PF03466.19	112.8	5.9e-33	112.5	7.5e-33
phnY	AG-453-F22_15_17_14933_16387_R	AG-453-F22	15	17	14933	16387	R	PF00171.21	487.6	5.2e-146	487.4	5.8e-146
phnY	AG-453-F22_39_7_6014_7492_R	AG-453-F22	39	7	6014	7492	R	PF00171.21	583.3	5e-175	583.1	5.6e-175
